회사명,거래소코드,회계년도,자본금회전률(IFRS),유형자산회전율(IFRS),재고자산회전률(IFRS),자기자본회전률(IFRS),타인자본회전률(IFRS),총자본회전률(IFRS),자본금회전률(IFRS연결),유형자산회전율(IFRS연결),재고자산회전률(IFRS연결),자기자본회전률(IFRS연결),타인자본회전률(IFRS연결),총자본회전률(IFRS연결)
(주)옵투스제약,131030,2020/12,7.34,2.32,9.68,0.54,5.47,0.49,,,,,,
(주)옵투스제약,131030,2021/12,6.92,1.71,6.93,0.47,4.77,0.42,,,,,,
(주)옵트론텍,082210,2011/12,9.31,1.87,9.87,1.2,0.9,0.51,12.74,1.72,3.09,1.66,1.04,0.64
(주)옵트론텍,082210,2012/12,14.22,2.45,16.35,1.59,1.58,0.79,17.97,2.3,4.86,2.12,1.66,0.93
(주)옵트론텍,082210,2013/12,17.21,2.19,16.2,1.61,1.96,0.89,20.19,2.06,5.68,2.09,1.85,0.98
(주)옵트론텍,082210,2014/12,6.52,0.78,5.46,0.62,0.59,0.3,8.23,0.8,2.49,0.93,0.6,0.36
(주)옵트론텍,082210,2015/12,12.18,1.66,10.5,1.38,0.92,0.55,13.43,1.45,3.98,1.87,0.83,0.58
(주)옵트론텍,082210,2016/12,11.92,1.73,9.82,1.34,0.97,0.56,13.53,1.58,3.73,1.83,0.88,0.6
(주)옵트론텍,082210,2017/12,13.87,2.23,13.36,1.41,1.31,0.68,14.31,1.73,4.73,1.82,1.12,0.69
(주)옵트론텍,082210,2018/12,11.42,2.1,15.09,1.09,1.1,0.55,12.73,1.52,4.57,1.56,1.06,0.63
(주)옵트론텍,082210,2019/12,14.53,2.72,21.54,1.31,1.32,0.66,21.18,2.34,6,2.53,1.48,0.93
(주)옵트론텍,082210,2020/12,12.13,2.32,19.44,1.14,1.06,0.55,17.88,1.84,4.88,2.13,1.12,0.74
(주)옵트론텍,082210,2021/12,9.22,1.97,19.36,1.02,0.71,0.42,16.72,1.69,5.45,1.96,0.98,0.65
(주)옵티코어,380540,2018/12,,,,,,,,,,,,
(주)옵티코어,380540,2019/12,,,,,,,,,,,,
(주)옵티코어,380540,2020/12,58.68,5.82,3.57,8.02,1.26,1.09,,,,,,
(주)옵티코어,380540,2021/12,121.28,6.15,5.69,9.57,1.91,1.59,,,,,,
(주)옵티팜,153710,2013/12,,,,,,,,,,,,
(주)옵티팜,153710,2014/12,3.31,0.77,14.07,3.35,0.74,0.61,,,,,,
(주)옵티팜,153710,2015/12,2.69,0.78,15.82,2.95,0.8,0.63,,,,,,
(주)옵티팜,153710,2016/12,2.63,1.03,22.61,1.62,1.42,0.76,,,,,,
(주)옵티팜,153710,2017/12,2.34,1.03,18.71,1.05,1.96,0.69,,,,,,
(주)옵티팜,153710,2018/12,2.14,1.05,17.9,0.58,1.96,0.45,,,,,,
(주)옵티팜,153710,2019/12,1.91,1.04,19.49,0.38,2.05,0.32,,,,,,
(주)옵티팜,153710,2020/12,1.81,0.99,18.76,0.38,1.91,0.31,,,,,,
(주)옵티팜,153710,2021/12,1.96,1.06,16.08,0.44,1.61,0.35,,,,,,
(주)와이더플래닛,321820,2014/12,,,,,,,,,,,,
(주)와이더플래닛,321820,2015/12,,,,,,,,,,,,
(주)와이더플래닛,321820,2016/12,,,,,,,,,,,,
(주)와이더플래닛,321820,2017/12,,,,,,,,,,,,
(주)와이더플래닛,321820,2018/12,,,,,,,,,,,,
(주)와이더플래닛,321820,2019/12,12.35,13.93,0,16.68,4.18,3.34,12.18,11.7,0,14.28,3.57,2.86
(주)와이더플래닛,321820,2020/12,10.05,13.65,0,0,3.69,3.47,10.12,10.72,0,0,3.08,2.95
(주)와이더플래닛,321820,2021/12,9.5,11.53,0,0,1.61,1.03,11.21,10.45,40.89,0,1.56,1.02
(주)와이비엠넷,057030,2011/12,12.65,17.44,29.69,1.96,3.6,1.27,12.65,17.44,29.69,1.96,3.6,1.27
(주)와이비엠넷,057030,2012/12,11.78,5.78,13.17,1.66,3.3,1.1,11.78,5.78,13.17,1.66,3.3,1.1
(주)와이비엠넷,057030,2013/12,10.37,3.16,7.77,1.33,2.84,0.91,10.37,3.16,7.77,1.33,2.84,0.91
(주)와이비엠넷,057030,2014/12,9.06,2.92,6.86,1.18,2.64,0.82,9.06,2.92,6.86,1.19,2.63,0.82
(주)와이비엠넷,057030,2015/12,8.15,2.78,6.51,1.09,2.45,0.76,8.19,2.27,6.44,1.12,1.98,0.71
(주)와이비엠넷,057030,2016/12,8.13,2.75,7,1.2,2.33,0.79,8.38,1.96,6.98,1.29,1.61,0.72
(주)와이비엠넷,057030,2017/12,7.48,2.48,7.61,1.31,1.9,0.78,7.47,2.03,7.45,1.35,1.53,0.72
(주)와이비엠넷,057030,2018/12,7.68,2.6,10.25,1.47,1.76,0.8,7.68,2.6,10.25,1.47,1.76,0.8
(주)와이비엠넷,057030,2019/12,7.37,2.77,12.32,1.43,1.74,0.78,7.37,2.77,12.32,1.43,1.74,0.78
(주)와이비엠넷,057030,2020/12,6.45,2.75,13.92,1.27,1.51,0.69,,,,,,
(주)와이비엠넷,057030,2021/12,7.15,4.13,22.52,1.4,1.53,0.73,7.15,5.94,25.87,1.36,1.45,0.7
(주)와이솔,122990,2011/12,16.42,3.9,11.77,2.21,2.2,1.1,20.16,2.81,8.54,2.62,2.39,1.25
(주)와이솔,122990,2012/12,16.63,2.27,11.75,1.76,1.61,0.84,22.93,2.28,8.98,2.43,1.96,1.09
(주)와이솔,122990,2013/12,20.96,2.61,12.48,2.04,2.15,1.05,26.05,2.41,10.2,2.61,2.44,1.26
(주)와이솔,122990,2014/12,23.12,3,9.22,2.21,2.06,1.06,27.72,2.48,7.74,2.74,2.35,1.26
(주)와이솔,122990,2015/12,31.12,3.84,12.65,2.48,2.4,1.22,38.98,2.88,9.5,3.21,2.69,1.46
(주)와이솔,122990,2016/12,29.16,3.37,16.16,2.01,2.43,1.1,44,3.01,12.85,3,3.06,1.52
(주)와이솔,122990,2017/12,28.06,2.93,21.72,1.7,3.03,1.09,41.26,2.8,14.6,2.36,3.38,1.39
(주)와이솔,122990,2018/12,22.07,1.99,22.66,1.19,3.56,0.89,36.8,2.24,13.8,1.81,3.69,1.21
(주)와이솔,122990,2019/12,14.15,1.26,17.31,0.71,3.72,0.6,28.31,1.7,10.53,1.23,3.9,0.94
(주)와이솔,122990,2020/12,13.17,1.29,17.57,0.64,5.95,0.58,24.5,1.56,7.51,1.02,4.19,0.82
(주)와이솔,122990,2021/12,13.42,1.41,11.38,0.63,7.33,0.58,26.32,1.74,5.95,1.06,5.02,0.87
(주)와이어블,065530,2011/12,4.13,1.3,0,2.32,1.1,0.75,,,,,,
(주)와이어블,065530,2012/12,5.08,1.52,0,2.58,1.03,0.74,,,,,,
(주)와이어블,065530,2013/12,4.07,1.07,0,1.83,0.76,0.54,,,,,,
(주)와이어블,065530,2014/12,6.27,1.39,0,2.45,1.12,0.77,,,,,,
(주)와이어블,065530,2015/12,4.57,0.99,0,1.6,0.87,0.56,,,,,,
(주)와이어블,065530,2016/12,3.55,0.88,0,1.19,0.96,0.53,,,,,,
(주)와이어블,065530,2017/12,3.14,0.9,0,1.07,1.24,0.57,,,,,,
(주)와이어블,065530,2018/12,2.49,0.77,0,0.9,1.1,0.5,,,,,,
(주)와이어블,065530,2019/12,3.26,0.98,0,1.23,1.23,0.62,,,,,,
(주)와이어블,065530,2020/12,3.37,1.04,0,1.26,1.15,0.6,,,,,,
(주)와이어블,065530,2021/12,2.97,0.99,0,1.07,1.13,0.55,,,,,,
(주)와이엔텍,067900,2011/12,6.44,0.56,16.97,0.73,1.05,0.43,,,,,,
(주)와이엔텍,067900,2012/12,6.9,0.61,18.65,0.73,1.23,0.46,,,,,,
(주)와이엔텍,067900,2013/12,5.75,0.47,30.29,0.57,0.95,0.36,,,,,,
(주)와이엔텍,067900,2014/12,6.92,0.48,364.46,0.65,1,0.39,,,,,,
(주)와이엔텍,067900,2015/12,6.93,0.46,390.32,0.62,0.99,0.38,,,,,,
(주)와이엔텍,067900,2016/12,6.31,0.46,454.19,0.57,1.08,0.37,6.51,0.4,512.29,0.6,0.76,0.34
(주)와이엔텍,067900,2017/12,6.78,0.49,622.38,0.6,1.17,0.4,8.43,0.49,773.61,0.74,0.96,0.42
(주)와이엔텍,067900,2018/12,6.86,0.43,694.82,0.57,0.93,0.35,8.44,0.44,855.65,0.68,0.88,0.38
(주)와이엔텍,067900,2019/12,9.48,0.53,827.68,0.71,1.05,0.42,10.84,0.52,946.52,0.78,0.98,0.44
(주)와이엔텍,067900,2020/12,10.99,0.57,41.64,0.71,1.11,0.43,11.65,0.53,44.17,0.73,1,0.42
(주)와이엔텍,067900,2021/12,11.68,0.62,23.4,0.63,1.19,0.41,12.28,0.57,23.6,0.64,1.09,0.4
(주)와이엠텍,273640,2016/12,,,,,,,,,,,,
(주)와이엠텍,273640,2017/12,,,,,,,,,,,,
(주)와이엠텍,273640,2018/12,7.47,2.48,11.98,0.91,7.86,0.81,,,,,,
(주)와이엠텍,273640,2019/12,5.19,1.33,9.16,0.6,5.66,0.54,,,,,,
(주)와이엠텍,273640,2020/12,7.16,1.48,10.39,0.72,7.1,0.66,,,,,,
(주)와이엠텍,273640,2021/12,11.71,2.49,9.71,0.81,10.16,0.75,,,,,,
(주)와이오엠,066430,2011/06,0.54,2.9,6.35,0.4,0.4,0.2,,,,,,
(주)와이오엠,066430,2012/06,0.33,2.34,5.58,0.51,0.41,0.23,,,,,,
(주)와이오엠,066430,2013/06,0.6,45.96,58.77,0.88,3.14,0.69,,,,,,
(주)와이오엠,066430,2014/06,0.7,1.89,140.37,0.95,2.62,0.7,,,,,,
(주)와이오엠,066430,2015/12,0.51,11.74,6.39,0.49,0.64,0.28,0.51,9.8,4.17,0.47,0.59,0.26
(주)와이오엠,066430,2016/12,0.47,6.17,8.63,0.58,0.85,0.35,1.01,12.65,13.72,1.24,1.72,0.72
(주)와이오엠,066430,2017/12,2.81,13.27,35.52,3.23,5.91,2.09,,,,,,
(주)와이오엠,066430,2018/12,5.31,3.42,28.14,3.93,1.64,1.16,,,,,,
(주)와이오엠,066430,2019/12,8.8,4.07,45.35,5.75,2.05,1.51,,,,,,
(주)와이오엠,066430,2020/12,4.15,2.4,22.11,2.01,1.84,0.96,,,,,,
(주)와이오엠,066430,2021/12,4.62,2.94,28.98,2.02,2.45,1.11,,,,,,
(주)와이제이엠게임즈,193250,2013/12,,,,,,,,,,,,
(주)와이제이엠게임즈,193250,2014/12,6.01,135.59,0,0.87,2.83,0.67,29.4,15.42,7.72,2.56,7.31,1.89
(주)와이제이엠게임즈,193250,2015/12,5.27,28.17,0,0.71,2.77,0.56,30.14,14.39,8.69,2.23,5.29,1.57
(주)와이제이엠게임즈,193250,2016/12,3.74,28.68,18255.88,0.25,4.63,0.23,15,14.64,9.54,0.81,5.05,0.7
(주)와이제이엠게임즈,193250,2017/12,1.62,24.89,396.72,0.1,0.49,0.08,7.72,10.95,6.82,0.42,1.77,0.34
(주)와이제이엠게임즈,193250,2018/12,3.67,69.85,337.69,0.29,0.61,0.2,8.89,7.31,6.45,0.56,1.24,0.38
(주)와이제이엠게임즈,193250,2019/12,2.08,46.04,157.9,0.2,0.53,0.15,8.14,5.11,6.26,0.59,1.55,0.42
(주)와이제이엠게임즈,193250,2020/12,0.86,20.01,103.15,0.09,0.4,0.07,5.6,2.99,5.36,0.44,1.74,0.35
(주)와이제이엠게임즈,193250,2021/12,1.13,11.29,572.94,0.13,0.39,0.1,6.9,2.63,5.73,0.55,1.82,0.42
(주)와이즈버즈,273060,2017/12,,,,,,,,,,,,
(주)와이즈버즈,273060,2018/12,,,,,,,,,,,,
(주)와이즈버즈,273060,2019/12,,,,,,,,,,,,
(주)와이즈버즈,273060,2020/12,2.58,3.69,0,0.34,0.41,0.18,,,,,,
(주)와이즈버즈,273060,2021/12,2.55,3.35,0,0.32,0.51,0.2,,,,,,
(주)와이즈파워,040670,2011/12,6.4,5.14,9.35,4.03,1.15,0.9,11.03,4.83,11.13,5.83,1.43,1.15
(주)와이즈파워,040670,2012/12,3.18,2.75,7.7,2.43,0.82,0.61,4.93,2.21,8.24,4.38,0.79,0.67
(주)와이즈파워,040670,2013/12,1.13,1.19,5.14,1.63,0.48,0.37,1.4,1,4.39,7.17,0.4,0.38
(주)와이즈파워,040670,2014/12,0.82,2.15,10.49,0,0.52,0.57,0.89,2.23,8.39,0,0.53,0.67
(주)와이지-원,019210,2011/12,23.69,2.44,3.16,2.02,1.12,0.72,24.72,1.41,2.21,1.86,0.87,0.59
(주)와이지-원,019210,2012/12,22.33,1.89,2.67,1.6,0.9,0.57,24.46,1.19,1.9,1.62,0.75,0.51
(주)와이지-원,019210,2013/12,19.24,1.48,2.25,1.28,0.8,0.49,22.98,1.07,1.74,1.43,0.71,0.48
(주)와이지-원,019210,2014/12,21.05,1.54,2.32,1.4,0.92,0.56,23.98,1.07,1.7,1.46,0.75,0.5
(주)와이지-원,019210,2015/12,20.99,1.51,2.58,1.32,1.07,0.59,24.09,1.08,1.88,1.4,0.84,0.52
(주)와이지-원,019210,2016/12,19.54,1.28,2.77,1.17,1.06,0.56,22.83,1,2.05,1.27,0.88,0.52
(주)와이지-원,019210,2017/12,20.74,1.2,2.87,1.19,1.05,0.56,24.92,1.03,2.19,1.31,0.95,0.55
(주)와이지-원,019210,2018/12,21.25,1.17,2.42,1.14,0.96,0.52,24.42,0.98,1.62,1.19,0.85,0.5
(주)와이지-원,019210,2019/12,20.67,1.14,2.15,1.08,0.86,0.48,26.73,1.06,1.46,1.29,0.84,0.51
(주)와이지-원,019210,2020/12,16.15,0.95,2.08,0.96,0.67,0.39,22.12,0.93,1.37,1.19,0.7,0.44
(주)와이지-원,019210,2021/12,17.7,1.11,2.7,1.15,0.77,0.46,25.69,1.13,1.8,1.48,0.85,0.54
(주)와이지엔터테인먼트,122870,2011/12,26.71,11.53,33.82,1.34,4.81,1.05,33.36,13.92,30.68,1.6,5.17,1.22
(주)와이지엔터테인먼트,122870,2012/12,25.01,12.16,38.55,1.19,6.31,1,26.72,12.74,30.99,1.23,6.25,1.03
(주)와이지엔터테인먼트,122870,2013/12,19.79,9.71,20.96,1.06,6.37,0.91,21.77,10.03,16.8,1.11,5.83,0.93
(주)와이지엔터테인먼트,122870,2014/12,20.51,7.12,20.8,0.96,2.79,0.72,23.96,7.65,15.52,0.87,2.74,0.66
(주)와이지엔터테인먼트,122870,2015/12,19.4,4.32,18.04,0.81,1.73,0.55,25.13,5.15,15.07,0.75,1.93,0.54
(주)와이지엔터테인먼트,122870,2016/12,28.87,4.83,23.49,1,2.34,0.7,39.96,5.94,20.48,1.04,2.65,0.75
(주)와이지엔터테인먼트,122870,2017/12,29.89,4,26.62,0.88,2.32,0.64,39.59,4.73,20.06,0.89,2.43,0.65
(주)와이지엔터테인먼트,122870,2018/12,18.5,1.96,17.37,0.5,1.5,0.38,30.89,2.98,13.73,0.65,1.93,0.49
(주)와이지엔터테인먼트,122870,2019/12,15.96,1.29,24.61,0.44,2.01,0.36,28.57,2.08,13.49,0.61,2.21,0.48
(주)와이지엔터테인먼트,122870,2020/12,16.5,1.05,37.42,0.45,3.57,0.4,27.41,1.63,10.34,0.6,2.38,0.48
(주)와이지엔터테인먼트,122870,2021/12,22.46,1.31,39.83,0.58,4.22,0.51,37.93,1.99,15.94,0.79,2.75,0.61
(주)와이티엔,040300,2011/12,2.96,1.35,2059.88,0.74,0.78,0.38,,,,,,
(주)와이티엔,040300,2012/12,2.95,1.17,2330.37,0.71,0.74,0.36,,,,,,
(주)와이티엔,040300,2013/12,2.86,0.84,377.88,0.68,0.6,0.32,,,,,,
(주)와이티엔,040300,2014/12,2.53,0.85,257.6,0.58,0.56,0.28,,,,,,
(주)와이티엔,040300,2015/12,2.8,1.5,333.41,0.64,0.84,0.36,2.8,1.45,267.83,0.66,0.93,0.39
(주)와이티엔,040300,2016/12,3.11,1.77,291.65,0.72,1.03,0.42,3.11,1.77,291.8,0.72,1.03,0.42
(주)와이티엔,040300,2017/12,3.12,1.99,292.48,0.7,1.11,0.43,3.12,1.99,292.48,0.7,1.11,0.43
(주)와이티엔,040300,2018/12,3.15,2.1,323.8,0.7,1.29,0.45,3.15,2.09,323.8,0.7,1.28,0.45
(주)와이티엔,040300,2019/12,3.04,2.29,225.14,0.69,1.32,0.45,3.11,2.34,230.46,0.7,1.34,0.46
(주)와이티엔,040300,2020/12,3.02,2.55,232.11,0.68,1.25,0.44,3.17,2.66,243.78,0.71,1.31,0.46
(주)와이티엔,040300,2021/12,3.27,2.83,374.79,0.64,1.19,0.41,3.46,2.97,395.82,0.67,1.25,0.44
(주)와이팜,332570,2013/12,,,,,,,,,,,,
(주)와이팜,332570,2014/12,,,,,,,,,,,,
(주)와이팜,332570,2015/12,,,,,,,,,,,,
(주)와이팜,332570,2016/12,,,,,,,,,,,,
(주)와이팜,332570,2017/12,,,,,,,,,,,,
(주)와이팜,332570,2018/12,19.33,12.97,4.19,1.92,9.74,1.61,,,,,,
(주)와이팜,332570,2019/12,37.52,33.55,8.06,3.13,16.98,2.65,,,,,,
(주)와이팜,332570,2020/12,3.41,13.73,2.24,0.52,4.79,0.47,2.01,12.67,2.11,0.38,5.01,0.36
(주)와이팜,332570,2021/12,3.11,19.77,1.89,0.63,3.98,0.55,3.23,18.7,1.96,0.65,3.93,0.56
(주)우리기술,032820,2011/12,1.05,0.56,16.27,0.58,0.65,0.31,1.04,0.53,12.4,0.59,0.57,0.29
(주)우리기술,032820,2012/12,0.82,0.48,7.4,0.48,0.54,0.25,0.82,0.47,7.1,0.51,0.48,0.25
(주)우리기술,032820,2013/12,0.37,0.25,3.6,0.26,0.27,0.13,0.64,0.38,5.45,0.49,0.38,0.21
(주)우리기술,032820,2014/12,0.39,0.29,4.88,0.35,0.28,0.15,0.79,0.47,7.1,0.73,0.44,0.27
(주)우리기술,032820,2015/12,0.62,0.5,8.17,0.7,0.45,0.27,1.11,0.79,11.81,1.35,0.68,0.45
(주)우리기술,032820,2016/12,0.82,1.15,16.23,1.03,0.62,0.39,0.82,1.14,16.23,1.1,0.6,0.39
(주)우리기술,032820,2017/12,0.75,3.05,12.18,0.89,0.61,0.36,0.75,3.05,11.91,0.88,0.61,0.36
(주)우리기술,032820,2018/12,0.58,2.57,6.84,0.7,0.47,0.28,0.67,2.81,6.87,0.8,0.53,0.32
(주)우리기술,032820,2019/12,0.36,1.78,4.19,0.51,0.29,0.18,0.71,2.79,4.81,0.98,0.5,0.33
(주)우리기술,032820,2020/12,0.58,3.52,8.54,0.8,0.57,0.33,0.88,3.67,5.68,1.19,0.72,0.45
(주)우리기술,032820,2021/12,0.43,3.12,11.54,0.46,0.51,0.24,0.77,3.63,6.75,0.81,0.76,0.39
(주)우리넷,115440,2011/12,13.02,63.2,4.41,1.39,4.56,1.06,,,,,,
(주)우리넷,115440,2012/12,15.05,79.16,5.55,1.43,4.77,1.1,,,,,,
(주)우리넷,115440,2013/12,14.03,5.48,5.71,1.22,3.1,0.88,,,,,,
(주)우리넷,115440,2014/12,14.25,2.91,5.52,1.14,2.86,0.82,,,,,,
(주)우리넷,115440,2015/12,15.59,3.22,7.03,1.13,3.12,0.83,,,,,,
(주)우리넷,115440,2016/12,13.64,2.85,5.31,0.92,2.4,0.67,,,,,,
(주)우리넷,115440,2017/12,16.23,3.38,4.88,1.05,2.66,0.75,,,,,,
(주)우리넷,115440,2018/12,14.01,2.87,3.48,0.86,1.63,0.56,,,,,,
(주)우리넷,115440,2019/12,19.01,4.71,4.98,1.17,2.66,0.81,16.12,4.72,4.82,1.02,3.32,0.78
(주)우리넷,115440,2020/12,11.46,3.28,3.18,0.79,1.68,0.54,11.46,3.28,3.18,0.8,1.68,0.54
(주)우리넷,115440,2021/12,13.22,3.74,2.87,0.99,1.58,0.61,13.22,3.74,2.87,0.99,1.58,0.61
(주)우리로,046970,2011/12,11.52,1.78,14.42,2.09,1.69,0.94,,,,,,
(주)우리로,046970,2012/12,6.5,1.15,4.71,0.65,1.75,0.47,,,,,,
(주)우리로,046970,2013/12,5.17,1.13,4,0.52,2.15,0.42,,,,,,
(주)우리로,046970,2014/12,4.38,1.06,4.01,0.59,1.09,0.38,,,,,,
(주)우리로,046970,2015/12,4.57,2.14,5.61,1.04,1.18,0.55,6.29,3.8,5.57,1.77,1.43,0.79
(주)우리로,046970,2016/12,1.97,1.54,3.37,0.57,0.67,0.31,4.75,3.14,4.96,1.33,1.22,0.64
(주)우리로,046970,2017/12,1.58,1.59,3.93,0.52,0.77,0.31,3.91,3.21,4.87,1.24,1.34,0.65
(주)우리로,046970,2018/12,2.66,3.01,5.2,0.96,1.14,0.52,4.64,4.26,5.32,1.67,1.49,0.79
(주)우리로,046970,2019/12,7.93,9.78,12.37,3.24,2.51,1.41,9.01,9.06,10.52,3.86,2.39,1.48
(주)우리로,046970,2020/12,7.14,10.31,11.41,4.1,2.36,1.5,8.13,10.29,10.17,5.03,2.37,1.61
(주)우리로,046970,2021/12,6.42,10.57,9.19,3.31,3.24,1.64,7.13,11.35,8.26,3.82,3.18,1.73
(주)우성아이비,194610,2014/12,,,,,,,,,,,,
(주)우성아이비,194610,2015/12,26.78,2.73,3.98,1.84,1,0.65,26.78,2.7,3.21,1.97,1.02,0.67
(주)우성아이비,194610,2016/12,25.47,2.22,3.09,1.71,0.81,0.55,25.48,2.09,2.61,1.81,0.82,0.56
(주)우성아이비,194610,2017/12,17.26,2.2,2.56,1.73,0.64,0.47,17.29,1.92,1.83,1.81,0.64,0.47
(주)우양,103840,2011/12,,,,,,,,,,,,
(주)우양,103840,2012/12,,,,,,,,,,,,
(주)우양,103840,2013/12,,,,,,,,,,,,
(주)우양,103840,2014/12,,,,,,,,,,,,
(주)우양,103840,2015/12,,,,,,,,,,,,
(주)우양,103840,2016/12,,,,,,,,,,,,
(주)우양,103840,2017/12,,,,,,,,,,,,
(주)우양,103840,2018/12,107.44,1.96,4.56,5.94,1.44,1.16,,,,,,
(주)우양,103840,2019/12,103.17,2,4.9,4.57,1.64,1.21,,,,,,
(주)우양,103840,2020/12,103.48,1.86,5.21,3.74,1.73,1.18,,,,,,
(주)우양,103840,2021/12,102.65,1.74,4.69,3.51,1.57,1.08,,,,,,
(주)우전,052270,2011/12,23.97,12.13,33.77,2.33,2.52,1.21,25.97,3.2,13.28,2.57,2.31,1.22
(주)우전,052270,2012/12,19.84,10.41,35.45,1.81,2.05,0.96,22.19,2.6,9.45,1.98,1.79,0.94
(주)우전,052270,2013/12,24.97,12.73,43.77,2.23,2.57,1.19,34.56,3.24,11.15,2.89,2.41,1.31
(주)우전,052270,2014/12,8.84,4.45,13.29,1.09,0.83,0.47,20.69,1.66,6.36,2.34,1.21,0.8
(주)우전,052270,2015/12,6.05,3.79,20.21,1.89,0.57,0.44,13.13,1.18,6.51,4,0.78,0.65
(주)우전,052270,2016/12,4.58,4.44,58.3,0,0.42,0.49,7.89,1.14,9.2,0,0.52,0.62
(주)우정바이오,215380,2015/12,,,,,,,,,,,,
(주)우정바이오,215380,2016/12,,,,,,,,,,,,
(주)우정바이오,215380,2017/12,13.33,3.97,8.4,1.58,2.21,0.92,,,,,,
(주)우정바이오,215380,2018/12,10.15,2.45,4.57,1.22,1.27,0.62,,,,,,
(주)우정바이오,215380,2019/12,8.26,2.05,5.48,1.37,1.17,0.63,,,,,,
(주)우정바이오,215380,2020/12,6.58,1.36,8.69,1.37,1.03,0.59,,,,,,
(주)우정바이오,215380,2021/12,5,0.67,7.66,1.05,0.57,0.37,,,,,,
(주)우주일렉트로닉스,065680,2011/12,29.18,2.36,5.36,1.02,4.72,0.84,31.75,2.5,5.25,1.1,3.53,0.84
(주)우주일렉트로닉스,065680,2012/12,36.24,2.65,7.15,1.21,4.91,0.97,38.18,2.74,6.79,1.25,4.18,0.96
(주)우주일렉트로닉스,065680,2013/12,44.52,3,10.56,1.4,5.16,1.1,44.76,2.93,9.77,1.38,4.88,1.08
(주)우주일렉트로닉스,065680,2014/12,36.41,2.62,11.73,1.1,3.84,0.85,36.63,2.39,11.07,1.08,3.7,0.83
(주)우주일렉트로닉스,065680,2015/12,36.9,2.92,12.44,1.1,3.41,0.83,37.01,2.43,11.23,1.07,3.36,0.81
(주)우주일렉트로닉스,065680,2016/12,43.38,3.56,12.99,1.27,3.7,0.95,43.89,2.97,11.51,1.25,3.72,0.94
(주)우주일렉트로닉스,065680,2017/12,41.06,3.45,10.8,1.14,3.65,0.87,41.8,2.83,10.04,1.16,3.65,0.88
(주)우주일렉트로닉스,065680,2018/12,37.02,3.22,9.76,1,3.54,0.78,37.57,2.5,9.05,1.03,3.53,0.8
(주)우주일렉트로닉스,065680,2019/12,38.25,3.42,10.51,1.01,3.36,0.78,38.45,2.37,9.26,1.03,3.35,0.79
(주)우주일렉트로닉스,065680,2020/12,39.19,3.42,10.5,0.98,3.11,0.75,39.49,2.25,8.89,1.01,3.1,0.76
(주)우주일렉트로닉스,065680,2021/12,40.52,3.52,10.68,0.95,3.21,0.73,41.41,2.47,8.52,1,3.25,0.76
(주)원바이오젠,278380,2015/12,,,,,,,,,,,,
(주)원바이오젠,278380,2016/12,,,,,,,,,,,,
(주)원바이오젠,278380,2017/12,,,,,,,,,,,,
(주)원바이오젠,307280,2018/12,,,,,,,,,,,,
(주)원바이오젠,278380,2018/12,,,,,,,,,,,,
(주)원바이오젠,278380,2019/12,10.66,1.06,6.6,2.44,0.9,0.66,,,,,,
(주)원바이오젠,307280,2019/12,,,,,,,,,,,,
(주)원바이오젠,307280,2020/12,0,0,0,0,0,0,,,,,,
(주)원바이오젠,307280,2021/12,6.58,2.36,6.97,0.77,2.64,0.6,4.86,1.58,3.61,0.67,1.54,0.47
(주)원방테크,053080,2011/12,,,,,,,,,,,,
(주)원방테크,053080,2012/12,,,,,,,,,,,,
(주)원방테크,053080,2013/12,,,,,,,,,,,,
(주)원방테크,053080,2014/12,,,,,,,,,,,,
(주)원방테크,053080,2015/12,,,,,,,,,,,,
(주)원방테크,053080,2016/12,,,,,,,,,,,,
(주)원방테크,053080,2017/12,,,,,,,,,,,,
(주)원방테크,053080,2018/12,47.33,3.37,0,1.04,5.29,0.87,63.8,4.52,47.57,1.39,4.22,1.04
(주)원방테크,053080,2019/12,41.92,2.5,367.28,0.9,4.58,0.75,102.47,5.86,114.97,2.12,3.39,1.3
(주)원방테크,053080,2020/12,79.52,3.7,558.94,1.51,7.6,1.26,159.75,6.41,792.37,2.77,3.3,1.51
(주)원방테크,053080,2021/12,33.41,2.96,216.36,1.14,4.52,0.91,71.96,5.12,317.08,2.21,2.63,1.2
(주)원익,032940,2011/12,10.97,32.55,4.55,1.72,1.03,0.65,11.53,15.4,4.06,1.52,0.91,0.57
(주)원익,032940,2012/12,9.27,40.53,4.35,1.61,0.95,0.6,12.08,17.6,4.49,2,0.9,0.62
(주)원익,032940,2013/12,7.51,23.97,3.55,1.59,0.76,0.51,10.67,16.27,4.21,1.78,0.79,0.55
(주)원익,032940,2014/12,7.14,18.12,3.6,1.89,0.84,0.58,9.97,13.94,4.29,1.54,0.81,0.53
(주)원익,032940,2015/12,5.35,16.64,3.32,2.12,0.74,0.55,9.63,4.55,4.7,1.45,0.78,0.51
(주)원익,032940,2016/12,5.46,20.3,4.54,0.64,0.7,0.34,10.26,2.72,5.9,0.84,0.77,0.4
(주)원익,032940,2017/12,3.47,14.05,3.49,0.23,0.37,0.14,10.64,2.5,7.17,0.57,0.73,0.32
(주)원익,032940,2018/12,2.92,15.16,3.43,0.28,0.43,0.17,10.51,2.84,7.75,0.83,0.95,0.44
(주)원익,032940,2019/12,2.45,5.34,3.66,0.26,0.48,0.17,10.01,3.09,8.72,1.04,1.28,0.58
