회사명,거래소코드,회계년도,총자본정상영업이익률(IFRS),자기자본순이익률(IFRS),총자본순이익률(IFRS),매출액총이익률(IFRS),금융비용부담률(IFRS),경영자본순이익률(IFRS),총자본정상영업이익률(IFRS연결),자기자본순이익률(IFRS연결),총자본순이익률(IFRS연결),매출액총이익률(IFRS연결),금융비용부담률(IFRS연결),경영자본순이익률(IFRS연결)
(주)탑코미디어,134580,2019/12,-13.12,-16.19,-12.68,19.74,-0.19,-12.74,,,,,,
(주)탑코미디어,134580,2020/12,-12.86,-19.05,-15.78,27.08,-0.24,-15.78,,,,,,
(주)탑코미디어,134580,2021/12,-12.11,-16.26,-9.78,20.72,0.47,-9.78,,,,,,
(주)태경피엔에스,235090,2014/12,,,,,,,,,,,,
(주)태경피엔에스,235090,2015/12,,,,,,,,,,,,
(주)태경피엔에스,235090,2016/12,,,,,,,,,,,,
(주)태경피엔에스,235090,2017/12,,,,,,,,,,,,
(주)태광,023160,2011/12,9.25,8.14,6.9,22.17,-0.15,7.05,,,,,,
(주)태광,023160,2012/12,10.56,8.98,7.61,21.01,-0.15,7.81,,,,,,
(주)태광,023160,2013/12,7.59,7.12,6.22,19.3,-0.51,6.42,,,,,,
(주)태광,023160,2014/12,2.59,2.14,1.89,12.57,-0.33,1.96,,,,,,
(주)태광,023160,2015/12,3.78,3.77,3.35,14.56,-0.27,3.46,,,,,,
(주)태광,023160,2016/12,0.77,1.83,1.66,10.16,-0.52,1.73,,,,,,
(주)태광,023160,2017/12,0.97,-3.8,-3.49,13.33,-0.77,-3.74,,,,,,
(주)태광,023160,2018/12,0.94,2.42,2.24,14.4,-1.56,2.47,0.87,2.37,2.18,14.4,-1.56,2.3
(주)태광,023160,2019/12,0.69,1.77,1.63,11.68,-0.81,1.83,0.61,1.75,1.58,11.68,-0.87,1.69
(주)태광,023160,2020/12,-0.58,-1.11,-1.01,10.14,-0.36,-1.15,-0.66,-1.18,-1.07,10.14,-0.37,-1.14
(주)태광,023160,2021/12,1.57,2.8,2.6,15.97,-0.11,3.09,2.8,3.55,3.84,19.78,0.16,4.2
(주)태성,323280,2019/12,,,,,,,,,,,,
(주)태성,323280,2020/12,,,,,,,,,,,,
(주)태성,323280,2021/12,,,,,,,,,,,,
(주)태양,053620,2011/12,6.65,7.32,5.33,11.46,-0.41,5.77,6.42,7.41,5.41,11.62,-0.36,6.05
(주)태양,053620,2012/12,5.33,6.8,5.04,10.16,-0.43,5.44,5.14,7.02,5.21,10.35,-0.39,5.82
(주)태양,053620,2013/12,6.07,6.38,4.74,10.5,-0.32,5.07,5.85,6.78,5.04,10.63,-0.28,5.6
(주)태양,053620,2014/12,5.7,5.87,4.52,10.81,-0.27,4.81,5.43,6.04,4.64,10.88,-0.25,5.16
(주)태양,053620,2015/12,0.95,2,1.46,8.91,-0.22,1.55,0.91,2.52,1.85,8.96,-0.19,2.06
(주)태양,053620,2016/12,10.15,9.07,6.52,20.87,0.1,6.86,9.64,9.23,6.67,20.97,0.1,7.36
(주)태양,053620,2017/12,7.76,5.19,4.04,16.79,0.07,4.26,7.38,4.69,3.64,16.97,0.11,4.04
(주)태양,053620,2018/12,-0.81,1.18,0.96,10.04,-0.06,1.02,-0.77,1.22,0.99,10.18,-0.05,1.1
(주)태양,053620,2019/12,3.98,4.91,4.1,14.96,-0.24,4.29,3.79,4.75,3.96,15.11,-0.18,4.35
(주)태양,053620,2020/12,4.96,4.65,3.85,17.84,-0.24,4.34,4.76,4.35,3.6,17.96,-0.24,4.24
(주)태양,053620,2021/12,1.27,3.06,2.46,13.35,-0.14,2.97,1.19,2.85,2.27,13.49,-0.12,2.87
(주)태웅,044490,2011/12,2.87,3.47,2.28,11.25,-0.29,2.54,,,,,,
(주)태웅,044490,2012/12,1.45,1.81,1.17,9.88,-0.2,1.24,,,,,,
(주)태웅,044490,2013/12,1.55,1.23,0.9,9.74,1.92,0.96,,,,,,
(주)태웅,044490,2014/12,1.18,1.3,0.99,9.79,-0.87,1.09,,,,,,
(주)태웅,044490,2015/12,0.75,1.35,0.96,12.51,-0.63,1.22,,,,,,
(주)태웅,044490,2016/12,1.41,2.3,1.52,16.29,-0.55,1.81,,,,,,
(주)태웅,044490,2017/12,-0.44,-0.94,-0.6,11.06,0.85,-0.63,,,,,,
(주)태웅,044490,2018/12,-3.15,-5.31,-3.22,1.24,0.77,-3.41,,,,,,
(주)태웅,044490,2019/12,-2.97,-5.77,-3.34,1.94,1.11,-3.53,,,,,,
(주)태웅,044490,2020/12,0.14,-18.09,-10.44,8.07,0.86,-10.87,,,,,,
(주)태웅,044490,2021/12,0.65,1.52,0.91,9.09,0.93,0.94,,,,,,
(주)태웅로직스,124560,2011/12,,,,,,,,,,,,
(주)태웅로직스,124560,2012/12,,,,,,,,,,,,
(주)태웅로직스,124560,2013/12,,,,,,,,,,,,
(주)태웅로직스,124560,2014/12,,,,,,,,,,,,
(주)태웅로직스,124560,2015/12,,,,,,,,,,,,
(주)태웅로직스,124560,2016/12,,,,,,,,,,,,
(주)태웅로직스,124560,2017/12,8.66,10.95,2.91,9.08,0.51,3.23,11.64,1.14,0.3,10.6,0.46,0.33
(주)태웅로직스,124560,2018/12,17.01,35.59,10.45,12.35,0.37,11.47,18.72,39.83,11.72,13.39,0.41,12.6
(주)태웅로직스,124560,2019/12,18.52,25.93,10.4,12.29,0.26,11.34,19.48,30.62,12.43,13.3,0.29,13.23
(주)태웅로직스,124560,2020/12,14.01,15.09,7.5,10.56,0.13,8.81,13.95,15.65,7.55,11.75,0.18,8.14
(주)태웅로직스,124560,2021/12,38.15,70.07,30.73,11.71,0.05,35.23,35.08,70.54,28.25,12.33,0.1,29.59
(주)태창파로스,039850,2011/12,3.43,2.86,1.56,27.18,2.17,2.18,,,,,,
(주)태창파로스,039850,2012/12,-11.29,-43.58,-27.91,13.27,-1.09,-44.01,-8.69,-47.82,-26.78,13.27,-1.09,-83.42
(주)태창파로스,039850,2013/12,-31.61,-76.61,-53.16,10.17,-0.4,-103.21,,,,,,
(주)태창파로스,039850,2014/12,-16.1,-82.88,-52.15,18.33,0.52,-88.1,,,,,,
(주)터보테크,032420,2011/12,2.06,-17.09,-5.79,16.04,30.26,-19.69,-5.14,-23.27,-8,-10.85,12.41,-16.84
(주)터보테크,032420,2012/12,-8.3,-26.64,-12.51,10.81,23.77,-76.29,-10.38,-50.78,-19.67,21.46,11.42,-39.37
(주)터보테크,032420,2013/12,-5.06,-83.93,-41.86,43.12,66.18,-402.86,-1.13,-109.69,-35.61,45.39,7.74,-65
(주)테라리소스,053320,2011/12,0.36,0.48,0.34,14.46,-0.02,1.33,-2.84,-7.28,-6.89,3.83,15.93,-7.29
(주)테라리소스,053320,2012/12,-5.05,-14.73,-11.19,0.7,2.94,-45.98,-13.23,-23.23,-19.05,3.05,5.52,-20.15
(주)테라젠이텍스,066700,2011/12,-6,-11.8,-6.81,24.04,0.91,-7.74,-3.96,-10.86,-4.91,21.56,0.99,-5.1
(주)테라젠이텍스,066700,2012/12,-8.98,-15.51,-10.21,35.03,1.59,-11.33,-6.86,-15.53,-8.4,27.47,1.33,-8.61
(주)테라젠이텍스,066700,2013/12,2.6,2.21,1.6,46.26,0.3,1.82,2.03,1.89,1.24,34.6,0.32,1.26
(주)테라젠이텍스,066700,2014/12,1.28,2.07,1.58,51.54,0.45,1.88,1.31,2.13,1.33,33.89,0.32,1.36
(주)테라젠이텍스,066700,2015/12,3.25,-10.43,-7.39,50.63,0.26,-8.93,1.89,-11.27,-6.47,36.56,0.27,-7.01
(주)테라젠이텍스,066700,2016/12,0.83,3.26,2.07,39.02,1.01,2.55,0.94,3.16,1.46,30.71,0.74,1.63
(주)테라젠이텍스,066700,2017/12,-0.21,1.62,1.09,37.62,0.97,1.37,0.14,1.6,0.8,30.21,0.72,0.89
(주)테라젠이텍스,066700,2018/12,-4.05,-13.8,-9.17,31.64,1.2,-11.39,-2.45,-12.18,-6.22,24.38,0.78,-6.83
(주)테라젠이텍스,066700,2019/12,0.52,39.91,25.76,39.77,2.86,38.74,1.78,40.27,21.13,27.31,1.75,27.22
(주)테라젠이텍스,066700,2020/12,-1.92,-2.71,-2,50.29,2.15,-7.21,-1.62,-3.52,-2.34,31.87,1.25,-5.82
(주)테라젠이텍스,066700,2021/12,-2.55,-3.16,-2.41,58.1,1.07,-12.93,-1.68,-3.97,-2.57,36.73,0.82,-7.7
(주)테라텍,151750,2011/12,,,,,,,,,,,,
(주)테라텍,151750,2012/12,,,,,,,,,,,,
(주)테라텍,151750,2013/12,,,,,,,,,,,,
(주)테라텍,151750,2014/12,,,,,,,,,,,,
(주)테스,095610,2011/12,6.9,10.15,7.1,20.87,0.04,8.26,,,,,,
(주)테스,095610,2012/12,1.41,2.8,1.77,15.16,-0.04,2.05,,,,,,
(주)테스,095610,2013/12,6.57,8.26,5.25,21.66,0.42,6.07,6.79,7.76,5.44,21.66,0.42,6.23
(주)테스,095610,2014/12,16.81,21.8,16.04,24.84,-0.67,18.33,16.16,19.89,14.5,24.69,-0.64,16.31
(주)테스,095610,2015/12,9,14.82,11.49,21.54,-0.28,13.14,8.2,14.11,10.78,20.78,-0.28,11.93
(주)테스,095610,2016/12,24.12,23.16,18.43,27.18,-0.12,20.5,23.81,25.85,20.46,26.88,-0.13,22.4
(주)테스,095610,2017/12,30,32.65,25.83,28.23,-0.51,28.46,29.63,32.17,25.4,28.07,-0.51,27.85
(주)테스,095610,2018/12,24.2,20.7,17.19,26.7,-0.54,19.21,23.88,21.09,17.52,26.57,-0.54,19.47
(주)테스,095610,2019/12,4.82,4.7,4.1,16.35,-0.57,4.62,4.8,4.56,3.98,16.52,-0.56,4.46
(주)테스,095610,2020/12,12.11,13.05,11.27,21.1,-0.4,13.44,12.12,13.3,11.48,21.15,-0.4,13.62
(주)테스,095610,2021/12,20.3,27.83,24.18,24.64,-0.47,31.81,18.46,25.09,21.96,24.72,-0.47,29.92
(주)테크엘,064520,2011/12,-21.84,-88.32,-27.18,8.96,1.56,-30.2,-22.2,-90.31,-27.56,8.96,1.56,-30.63
(주)테크엘,064520,2012/12,9.91,-32.26,-7.26,11.99,1.89,-7.88,10.02,-32.69,-7.22,11.99,1.89,-7.84
(주)테크엘,064520,2013/12,7.83,12.38,2.69,9.03,2.02,2.82,7.85,14.61,3.14,9.03,2.02,3.29
(주)테크엘,064520,2014/12,6.99,4.26,1.11,9.25,1.92,1.16,,,,,,
(주)테크엘,064520,2015/12,4.98,9.66,3.78,8.62,1.13,3.96,4.58,7.54,3.51,8.62,1.13,3.72
(주)테크엘,064520,2016/12,2.07,2.86,1.43,7.33,0.69,1.51,1.95,2.73,1.35,7.33,0.69,1.42
(주)테크엘,064520,2017/12,-18.01,-45.09,-22.23,-4.29,0.8,-23.7,-17.77,-44.73,-21.59,-4.29,0.8,-23.04
(주)테크엘,064520,2018/12,-26.45,-102.56,-34.15,-9.8,1.97,-36.59,-26.39,-100.99,-33.28,-9.8,1.96,-35.42
(주)테크엘,064520,2019/12,-18.72,-46.47,-16.02,-13.74,3.62,-16.71,-19.07,-47.7,-16.7,-13.74,3.63,-17.06
(주)테크엘,064520,2020/12,-8.98,-49.17,-29.59,-1.34,0.68,-30.83,-8.94,-49.8,-29.54,-1.04,0.66,-29.59
(주)테크엘,064520,2021/12,1.96,1.92,1.43,10.78,2.52,1.51,1.84,2.09,1.54,11.16,2.51,1.55
(주)테크윙,089030,2011/12,18.57,34.06,12.82,29.76,1.01,14.28,,,,,,
(주)테크윙,089030,2012/12,10.03,19.26,8.95,31.17,1.39,9.54,,,,,,
(주)테크윙,089030,2013/12,6.98,14.39,6.75,30.07,1.27,7.08,6.34,13.79,5.97,30.24,1.29,6.28
(주)테크윙,089030,2014/12,8.34,13.95,6.38,29.85,2.03,7.28,7.38,11.31,4.55,29.48,2.16,4.95
(주)테크윙,089030,2015/12,13.5,18.55,8.63,34.22,1.01,11.03,12.09,19.53,8.68,33.44,1.19,10.24
(주)테크윙,089030,2016/12,9.84,13.91,6.4,36.79,1.3,7.93,9.64,14.33,6.11,36.28,1.45,7.06
(주)테크윙,089030,2017/12,12.08,27.42,12.38,35.27,1.75,14.56,13.61,29.18,12.91,35.12,1.81,14.39
(주)테크윙,089030,2018/12,8.5,13.77,6.57,34.49,1.92,7.55,7.4,12.77,5.47,33.38,1.92,5.84
(주)테크윙,089030,2019/12,6.89,4.12,2.08,35.76,2.21,2.39,6.82,6.41,3.17,34.41,2.03,3.22
(주)테크윙,089030,2020/12,9.94,16.16,8.37,38.47,1.18,9.84,9.53,16.97,8.28,36.56,1.14,8.55
(주)테크윙,089030,2021/12,9.02,9.11,4.45,36.37,0.93,5.4,7.83,8.58,3.7,34,0.89,4.04
(주)텔레칩스,054450,2011/12,-4.13,-3.57,-2.95,26.31,-3.38,-3.61,,,,,,
(주)텔레칩스,054450,2012/12,-1.73,0.8,0.64,24.19,-2.92,0.8,,,,,,
(주)텔레칩스,054450,2013/12,-7.92,-22.33,-17.32,18.14,-2.17,-20.9,,,,,,
(주)텔레칩스,054450,2014/12,1.83,2.07,1.53,24.86,-1.74,1.81,,,,,,
(주)텔레칩스,054450,2015/12,4.68,2.89,2.07,36.72,-1.14,2.46,,,,,,
(주)텔레칩스,054450,2016/12,6.25,13.94,9.83,42.58,-0.64,11.86,5.82,13.07,9.21,42.62,-0.64,11.18
(주)텔레칩스,054450,2017/12,5.23,1.9,1.3,32.03,-0.48,1.57,5.34,1.9,1.3,32.2,-0.48,1.57
(주)텔레칩스,054450,2018/12,6.37,10.3,7.06,39.92,-0.55,9.21,6.25,10.3,7.06,39.93,-0.55,9.14
(주)텔레칩스,054450,2019/12,5.48,8.32,5.67,44.46,-0.58,7.91,5.21,8.32,5.66,44.54,-0.58,7.78
(주)텔레칩스,054450,2020/12,-4.96,-9.63,-5.86,34.43,-0.47,-8.18,-5.27,-9.63,-5.85,34.42,-0.46,-8.03
(주)텔레칩스,054450,2021/12,4.68,7.08,3.77,36.63,0.56,5.39,4.33,7.08,3.77,36.63,0.56,5.28
(주)텔레필드,091440,2011/12,2.5,3.5,2.21,33.1,0.51,2.25,,,,,,
(주)텔레필드,091440,2012/12,4.27,3.9,2.35,31.88,0.7,2.39,,,,,,
(주)텔레필드,091440,2013/12,1.51,1.37,0.82,33.03,0.5,0.83,,,,,,
(주)텔레필드,091440,2014/12,6.65,8.84,5.07,33.04,0.4,5.19,,,,,,
(주)텔레필드,091440,2015/12,1.89,2.91,1.64,32.17,0.39,1.68,,,,,,
(주)텔레필드,091440,2016/12,-3.49,-10.21,-5.44,23.41,0.74,-5.66,-3.06,-10.76,-4.78,23.41,0.74,-5.39
(주)텔레필드,091440,2017/12,0.86,1.43,0.74,32.93,1.05,0.77,1.63,2.11,1.16,34.61,1.61,1.3
(주)텔레필드,091440,2018/12,-21.85,-49.06,-25.41,2.14,2.44,-26.38,-20.84,-52.2,-24.54,4.64,3.05,-27.36
(주)텔레필드,091440,2019/12,4.65,7.96,4.04,38.11,2.42,4.26,10.57,19.28,9.08,32.28,1.87,10.14
(주)텔레필드,091440,2020/12,-9.55,-24.9,-10.67,18.7,2.93,-11.26,-9.54,-28.63,-11.4,19.25,2.88,-12.3
(주)텔레필드,091440,2021/12,-9.18,-35.83,-12.69,25.53,2.6,-13.5,-8.68,-36.35,-11.63,27.51,2.76,-12.25
(주)텔콘알에프제약,200230,2011/12,,,,,,,,,,,,
(주)텔콘알에프제약,200230,2012/12,25.1,29.96,20.08,24.17,0.35,20.55,25.1,29.96,20.08,24.17,0.35,20.55
(주)텔콘알에프제약,200230,2013/12,37.4,43.38,30.17,26.86,-0.01,31.29,36.18,42.13,28.95,26.64,-0.01,29.39
(주)텔콘알에프제약,200230,2014/12,21.45,21.79,18.11,21.6,-0.47,18.71,20.18,20.52,16.86,21.09,-0.47,16.93
(주)텔콘알에프제약,200230,2015/12,0.52,2.23,2.05,17.21,-2.48,2.16,-0.6,0.8,0.73,16.05,-2.4,0.74
(주)텔콘알에프제약,200230,2016/12,-6.45,-2.32,-1.8,12.33,0.85,-3.54,-9.72,-7.79,-7.89,10.3,1.69,-10.53
(주)텔콘알에프제약,200230,2017/12,-5.95,-18.58,-12.05,10.14,7.75,-36.82,-7.36,-18.77,-12.1,12.36,6.21,-18.5
(주)텔콘알에프제약,200230,2018/12,-3.35,-4.33,-3.21,14.22,9.85,-8.28,-4.02,-10.5,-7.75,16.48,8.21,-13.96
(주)텔콘알에프제약,200230,2019/12,1.87,-31.63,-27.56,26.74,3.4,-60.01,1.92,-41.23,-35.31,26.77,3.14,-69.84
(주)텔콘알에프제약,200230,2020/12,-0.45,4.01,2.85,21.78,8.99,7.32,-1.33,-40.25,-26.72,22,8.42,-53.48
(주)텔콘알에프제약,200230,2021/12,-1.08,-44.37,-28.11,23.85,21.19,-78.56,-1.55,-23.34,-13.15,24.11,20.23,-29.28
(주)토박스코리아,215480,2015/12,,,,,,,,,,,,
(주)토박스코리아,215480,2016/12,,,,,,,,,,,,
(주)토박스코리아,215480,2017/12,14.48,2.67,1.75,59.65,0.25,1.84,,,,,,
(주)토박스코리아,215480,2018/12,-8.15,-20.42,-13.07,47.5,2.24,-13.63,,,,,,
(주)토박스코리아,215480,2019/12,3.74,0.76,0.51,53.96,1.54,0.52,,,,,,
(주)토박스코리아,215480,2020/12,-9.98,-15.55,-11.71,41.11,2.59,-12,,,,,,
(주)토박스코리아,215480,2021/12,8.11,12.59,10.86,57.38,-0.23,12.55,7.58,13.01,9.46,56.97,0.03,10.25
(주)토비스,051360,2011/12,14.83,25.87,10.76,12.67,0.51,12.87,13.92,23.09,8.75,12.79,0.5,10.22
(주)토비스,051360,2012/12,7.36,14.74,6.54,9.43,0.29,7.52,6.86,12.87,5.21,9.88,0.31,5.79
(주)토비스,051360,2013/12,11.68,13.48,6.63,10.36,0.17,7.28,10.96,15.22,7.02,10.97,0.2,7.42
(주)토비스,051360,2014/12,27,35.52,17.85,15.08,0.04,18.99,26.39,38.5,18.81,15.35,0.05,19.55
(주)토비스,051360,2015/12,14.74,19.1,11.19,16.43,-0.02,12.21,13.26,18.58,10.36,17.3,0.15,10.82
(주)토비스,051360,2016/12,9.61,11.39,7.16,15.73,-0.09,8.02,9.07,10.83,6.25,16.97,0.08,6.55
(주)토비스,051360,2017/12,7.48,8.09,5.14,12.23,-0.02,5.75,7.46,8.06,4.69,13.82,0.13,4.93
(주)토비스,051360,2018/12,9.98,10.53,7.2,15.91,0.03,8.1,10.23,11.45,7.06,18.13,0.24,7.44
(주)토비스,051360,2019/12,10.62,11.42,8.1,17.36,0.01,9.06,10.68,11.88,7.69,19.68,0.26,8.11
(주)토비스,051360,2020/12,0.53,-1.14,-0.84,13.5,0.07,-0.98,-1.99,-3.39,-2.35,13.63,0.42,-2.6
(주)토비스,051360,2021/12,4.28,2.06,1.35,20.66,0.06,1.69,-0.27,0.68,0.34,17.79,0.43,0.38
(주)토탈소프트뱅크,045340,2011/12,-11.21,-15.9,-10.52,25.88,-0.95,-11.8,,,,,,
(주)토탈소프트뱅크,045340,2012/12,-11.92,-29.69,-18.14,24.42,-0.97,-21.19,,,,,,
(주)토탈소프트뱅크,045340,2013/12,-18.78,-55.94,-30.25,35.03,-0.71,-35.78,,,,,,
(주)토탈소프트뱅크,045340,2014/12,4.35,6.93,3.07,58.82,0.44,3.5,,,,,,
(주)토탈소프트뱅크,045340,2015/12,-10.66,-21.84,-8.65,43.29,0.99,-10.09,,,,,,
(주)토탈소프트뱅크,045340,2016/12,5.65,19.18,7.19,44.82,0.91,7.85,,,,,,
(주)토탈소프트뱅크,045340,2017/12,2.58,5.38,2.04,37.24,1.18,2.07,,,,,,
(주)토탈소프트뱅크,045340,2018/12,10.68,37.13,15.33,40.43,0.92,15.55,,,,,,
(주)토탈소프트뱅크,045340,2019/12,11.64,25.64,12.35,47.11,0.31,12.71,,,,,,
(주)토탈소프트뱅크,045340,2020/12,11.22,18.03,9.78,43.36,-0.02,10.31,,,,,,
(주)토탈소프트뱅크,045340,2021/12,11.93,20.32,11.85,45.03,-0.47,12.59,,,,,,
(주)톱텍,108230,2011/12,17.47,23.43,13.37,17.12,-0.63,15.6,,,,,,
(주)톱텍,108230,2012/12,7.11,9.38,6.05,15.83,-0.52,6.95,6.2,8.35,5.09,15.63,-0.52,5.7
(주)톱텍,108230,2013/12,11.84,13.97,7.6,15.92,0.14,8.84,8.61,10.15,4.85,15.2,0.23,5.38
(주)톱텍,108230,2014/12,9.02,11.1,5.86,15.74,0.55,7,6.52,6.11,3.08,13.74,0.6,3.37
(주)톱텍,108230,2015/12,11.33,13.22,8.67,16.11,0.13,10.39,9.29,9.73,6.03,14.32,0.29,6.54
(주)톱텍,108230,2016/12,13.38,18.09,9.44,14.16,-0.37,10.19,12.36,15.34,7.61,13.34,-0.13,7.98
(주)톱텍,108230,2017/12,45.05,54.41,31.27,19.47,-0.12,32.21,46.23,57.85,32.64,20.3,-0.09,33.66
(주)톱텍,108230,2018/12,2.21,5.93,4.81,8.58,-1.11,5.08,1.96,5.96,4.22,8.84,-1.02,4.42
(주)톱텍,108230,2019/12,0.71,1.01,0.86,13.72,-1.01,0.94,-1.56,1.09,0.05,12.61,0.27,0.06
(주)톱텍,108230,2020/12,4.78,7.13,6.19,21.26,-0.18,7.27,6.26,3.03,3,24.65,0.1,3.35
(주)톱텍,108230,2021/12,-18.43,-20.53,-17.9,-12.93,-0.17,-22.58,-20.26,-22.72,-24.29,-16.57,0,-26.63
(주)투비소프트,079970,2011/12,10.57,15.51,12.02,51.75,-0.2,13.86,,,,,,
(주)투비소프트,079970,2012/12,13.31,17.23,13.57,54.46,-0.52,15.79,12.48,15.91,12.72,55.13,-0.51,14.81
(주)투비소프트,079970,2013/12,12.28,14.11,10.52,59.04,-0.26,13.65,12.21,14.16,10.45,58.98,-0.26,12.05
(주)투비소프트,079970,2014/12,5.4,7.96,6.2,57.55,-0.4,9.01,6.92,9.58,7.23,59.55,-0.33,8.4
(주)투비소프트,079970,2015/12,5.2,8.77,7.63,58.09,-0.41,11.48,3.15,6.55,5.36,59.22,-0.35,6.38
(주)투비소프트,079970,2016/12,4.71,1.96,1.26,45.07,0.91,2.22,4.47,-1.37,-0.85,47.44,0.81,-1.28
(주)투비소프트,079970,2017/12,-7.02,-50.64,-27.7,47.1,0.48,-63.45,-11.45,-57.97,-29.33,40.58,0.85,-41.69
(주)투비소프트,079970,2018/12,-5.06,-60.02,-34.87,38.66,2.94,-77.48,-9.33,-46.43,-24.94,32.3,2.56,-31.91
(주)투비소프트,079970,2019/12,-5.03,-25.44,-15.74,41.4,2,-27.48,-11.26,-37.84,-22.37,42.58,2.91,-29.99
(주)투비소프트,079970,2020/12,3.48,-47,-31.3,53.38,7.98,-48.44,-2.64,-60.79,-34.86,48.98,7.39,-46.77
(주)투비소프트,079970,2021/12,-4.13,-58.62,-33.14,59.62,1.97,-43.38,-8.78,-46.31,-22.88,50,1.93,-26.88
(주)툴젠,199800,2012/12,,,,,,,,,,,,
(주)툴젠,199800,2013/12,,,,,,,,,,,,
(주)툴젠,199800,2014/12,,,,,,,,,,,,
(주)툴젠,199800,2015/12,-1.94,-53.75,-46.23,61.67,2.67,-46.89,,,,,,
(주)툴젠,199800,2016/12,-18.58,-22.8,-20.51,57.27,-6.17,-20.87,,,,,,
(주)툴젠,199800,2017/12,-24.3,-29.08,-25.98,86.93,-4.43,-26.28,,,,,,
(주)툴젠,199800,2018/12,-30.92,-32.24,-29.9,66.63,-49.16,-30.06,,,,,,
(주)툴젠,199800,2019/12,-48.33,-51.06,-47.45,60.64,-47.84,-48.13,,,,,,
(주)툴젠,199800,2020/12,-49.33,-54.69,-49.05,54.59,-23.23,-50.39,,,,,,
(주)툴젠,199800,2021/12,-35.22,-37.07,-35.15,68.02,-10.43,-35.81,,,,,,
(주)트라이써클,034010,2011/12,-21.7,-52.54,-25.25,56.1,12.4,-31.15,-20.53,-64.8,-24.66,41.19,7.64,-25.83
(주)트레이스,052290,2011/12,0.87,-10.94,-4.8,17.94,9.17,-6.06,1.22,-11.77,-5.01,21.86,8.55,-5.87
(주)트레이스,052290,2012/12,0.13,-11.67,-5.36,13.43,6.65,-6.47,0.97,-18.3,-8.06,26.11,6.52,-8.76
(주)트레이스,052290,2013/12,-2.12,-27.03,-11.35,4.24,4.68,-14.13,-6.3,-43.35,-16.55,7.59,5.17,-17.79
(주)트레이스,052290,2014/12,-18.75,-70.72,-28.04,-31.58,10.3,-34.65,-20.58,-74.35,-25.22,-25.41,11.73,-28.98
(주)트레이스,052290,2015/12,-10.84,-35.64,-16.83,-17.35,3.07,-20.88,-12.08,-47.83,-18.97,-8.5,5,-23.57
(주)트레이스,052290,2016/12,0.8,-17.11,-10.48,21.78,6.32,-12.9,-1.45,-19,-9.94,25.24,9.02,-12.71
(주)트레이스,052290,2017/12,-23.61,-88.94,-58.7,-85.39,36.13,-69.6,-28.11,-133.08,-71.78,-97.92,44.44,-96.04
(주)트루윈,105550,2011/12,6.08,2.28,0.33,23.56,6.07,0.36,,,,,,
(주)트루윈,105550,2012/12,5.08,17.65,2.89,23.73,4.95,3.35,,,,,,
(주)트루윈,105550,2013/12,23.7,90.1,20.89,29.21,2.35,25.29,,,,,,
(주)트루윈,105550,2014/12,6.13,10.07,4.57,27.29,1.72,5.8,,,,,,
(주)트루윈,105550,2015/12,-4.87,-11.79,-5.91,11.13,3.25,-6.95,,,,,,
(주)트루윈,105550,2016/12,-19.49,-72.91,-25.64,2.69,3.23,-29.9,,,,,,
(주)트루윈,105550,2017/12,-3.6,-34.4,-9.56,11.43,4.38,-11.79,,,,,,
(주)트루윈,105550,2018/12,3.21,-6.1,-2.13,19.93,3.63,-2.42,,,,,,
(주)트루윈,105550,2019/12,-5.95,-13.56,-5.85,8.83,4.88,-6.29,,,,,,
(주)트루윈,105550,2020/12,1.71,2.06,0.83,23.35,8.69,1,1.36,1.74,0.66,23.35,8.69,0.71
(주)트루윈,105550,2021/12,6.06,-20.79,-9.45,33.46,11.87,-11.37,,,,,,
(주)트윔,290090,2017/12,,,,,,,,,,,,
(주)트윔,290090,2018/12,-9.77,-9.8,-8.99,-13.86,-11.71,-9.33,-9.83,-9.76,-8.96,-11.86,-11.71,-9.29
(주)트윔,290090,2019/12,-7.61,-6.58,-6.17,3.38,-6.21,-6.4,-7.66,-6.63,-6.22,3.89,-6.21,-6.45
(주)트윔,290090,2020/12,5.32,6.56,5.98,38.82,-2.54,6.19,5.35,6.58,5.98,39.81,-2.54,6.19
(주)트윔,290090,2021/12,1.81,3.62,3.26,30.34,-1.71,3.46,1.89,3.68,3.31,31.15,-1.7,3.5
(주)특수건설,026150,2011/12,-3.07,-5.2,-3.41,5.41,0.6,-4.26,,,,,,
(주)특수건설,026150,2012/12,0.38,1.92,1.1,7.5,0.79,1.36,,,,,,
(주)특수건설,026150,2013/12,-3.24,-5.12,-2.62,3.85,1.11,-3.21,,,,,,
(주)특수건설,026150,2014/12,-9.02,1.96,1,-0.69,0.96,1.22,,,,,,
(주)특수건설,026150,2015/12,1.07,-2.99,-1.65,8.33,0.73,-2.01,,,,,,
(주)특수건설,026150,2016/12,0.54,-10.23,-5.7,5.58,0.48,-7.65,,,,,,
(주)특수건설,026150,2017/12,2.29,0.68,0.37,8.78,0.49,0.55,2.27,0.67,0.37,8.59,0.48,0.52
(주)특수건설,026150,2018/12,0.65,0.94,0.55,6.45,0.39,0.7,0.84,0.94,0.53,6.02,0.35,0.68
(주)특수건설,026150,2019/12,0.73,0.91,0.5,6.87,0.62,0.62,0.56,0.91,0.49,6.51,0.59,0.6
(주)특수건설,026150,2020/12,2.86,2.71,1.4,7.79,0.48,1.78,2.02,2.7,1.37,6.98,0.47,1.71
