,회사명,거래소코드,회계년도,누적수익성비율,TMD,abs(영업현금흐름-당기순이익)/매출액,순운전자본비율,금융비용부담률,WW지수,target_3,Z,proba,정리
5886,(주)케이씨아이,36670,2021,0.765068964,0.143013727,0.030281837,39.23,-0.02,-56.36740956,0,-7.520618898,0.054150376,0
5887,(주)케이씨에스,115500,2012,0.422555876,0.087760417,0.106806498,78.19,-1.33,-53.13869489,0,-7.045337968,0.08707035,0
5888,(주)케이씨에스,115500,2013,0.400245689,0.177102446,0.083329794,74.16,-1.54,-48.8313272,0,-6.194287332,0.203689985,0
5889,(주)케이씨에스,115500,2014,0.397751004,0.204470803,0.096194547,64.17,-1.51,-51.38334173,0,-6.43621647,0.159989441,0
5890,(주)케이씨에스,115500,2015,0.413984263,0.101974522,0.042397226,66.62,-1.12,-49.1577803,0,-6.269627945,0.18893563,0
5891,(주)케이씨에스,115500,2016,0.34376366,0.150061614,0.007476853,54.58,-0.84,-50.3318872,0,-6.226619906,0.197222274,0
5892,(주)케이씨에스,115500,2017,0.345668187,0.20172144,0.011122484,45.4,-0.54,-52.16774092,0,-6.3455848,0.175140363,0
5893,(주)케이씨에스,115500,2018,0.369793507,0.229298864,0.115930718,35.93,-0.51,-52.51912341,0,-6.005416949,0.245929815,0
5894,(주)케이씨에스,115500,2019,0.332244898,0.274666667,0.048207101,44.82,-0.58,-49.96162402,0,-5.784438015,0.306561115,0
5895,(주)케이씨에스,115500,2020,0.403111423,0.136902866,0.028843002,48.82,-0.55,-49.87372638,0,-6.064875919,0.231766221,0
5896,(주)케이씨에스,115500,2021,0.38851259,0.149082126,0.031859213,42.23,-0.25,-50.40151189,0,-5.995262591,0.24843356,0
5897,(주)케이씨티,89150,2012,0.402218296,0.400998299,0.006902078,27.58,-0.73,-55.76001084,0,-6.677546895,0.125727957,0
5898,(주)케이씨티,89150,2013,0.423444428,0.202974788,0.004281774,29.32,-0.87,-52.70838532,0,-6.331966306,0.177537562,0
5899,(주)케이씨티,89150,2014,0.440720543,0.184941337,0.016948305,66.81,-1.23,-52.02878378,0,-6.843417763,0.106531617,0
5900,(주)케이씨티,89150,2015,0.302591534,0.583024617,0.054542055,8.38,-0.21,-54.15424455,0,-5.667370123,0.344503538,0
5902,(주)케이씨티,89150,2017,0.338738939,0.462674476,0.054522658,10.73,1.42,-54.75914514,0,-5.814966759,0.297371014,0
5905,(주)케이씨티,89150,2020,0.370721954,0.214451365,0.026908239,4.43,1.86,-52.13801631,0,-5.482723744,0.414077168,0
5911,(주)케이씨피드,25880,2016,0.328835695,0.588492372,0.019782859,12.46,-0.03,-56.67624433,0,-6.291511039,0.184853604,0
5912,(주)케이씨피드,25880,2017,0.393466084,1.289710686,0.010854834,13.95,0.16,-55.96975951,0,-5.830552766,0.292785585,0
5913,(주)케이씨피드,25880,2018,0.401481087,1.227009379,0.061684032,17.09,-1.07,-54.91985738,0,-5.711030136,0.329834671,0
5914,(주)케이씨피드,25880,2019,0.348479921,1.258808258,0.106486882,12.37,-0.43,-56.07725581,0,-5.588176251,0.372789662,0
5915,(주)케이씨피드,25880,2020,0.356556124,1.237574791,0.026178887,16.15,-0.58,-56.07591971,0,-5.887077901,0.276739418,0
5916,(주)케이씨피드,25880,2021,0.419058819,0.691839329,0.003736319,19.97,-0.72,-56.14584246,0,-6.466451963,0.155231877,0
5917,(주)케이아이엔엑스,93320,2012,0.592369697,0.036533973,0.062837813,45.85,-1.76,-49.05562539,0,-6.200516438,0.202427682,0
5918,(주)케이아이엔엑스,93320,2013,0.625288765,0.04582344,0.065157661,49.67,-1.74,-54.6707695,0,-7.301539355,0.067404504,0
5919,(주)케이아이엔엑스,93320,2014,0.654544694,0.041245002,0.074387638,48.07,-1.27,-55.55412235,0,-7.417680362,0.060018014,0
5920,(주)케이아이엔엑스,93320,2015,0.676449262,0.038238947,0.108673978,56.38,-1.05,-53.09347371,0,-7.037837161,0.087725328,0
5921,(주)케이아이엔엑스,93320,2016,0.676244066,0.076869969,0.110195954,51.6,-1.02,-54.15824159,0,-7.120799589,0.08074678,0
5922,(주)케이아이엔엑스,93320,2017,0.714515511,0.097053932,0.050818424,51.35,-1.11,-60.10940095,0,-8.380748362,0.022918579,0
5923,(주)케이아이엔엑스,93320,2018,0.749611198,0.057368511,0.00268187,52.77,-1.03,-56.32169886,0,-7.911816033,0.036625441,0
5924,(주)케이아이엔엑스,93320,2019,0.678997158,0.114175043,0.153944926,40.38,-0.24,-57.680896,0,-7.382325037,0.062176584,0
5925,(주)케이아이엔엑스,93320,2020,0.587232314,0.08474702,0.165176036,46.1,-0.91,-58.59696849,0,-7.556426486,0.052246681,0
5926,(주)케이아이엔엑스,93320,2021,0.581546669,0.126109716,0.087745678,48.61,-0.15,-59.28817801,0,-7.822538884,0.040044289,0
5927,(주)케이에스피,73010,2012,0.164320751,0.385662883,0.075829005,53.13,-0.11,-50.92653362,0,-5.685187931,0.338440192,0
5937,(주)케이에이치바텍,60720,2012,0.379694673,0.933983564,0.064059879,11.59,0.56,-56.03509215,0,-5.851036777,0.2868662,0
5938,(주)케이에이치바텍,60720,2013,0.475217339,0.491084486,0.010046276,17.93,0.4,-68.25518469,0,-8.711961556,0.016457797,0
5939,(주)케이에이치바텍,60720,2014,0.401494394,0.46170143,0.118453098,12.09,-0.03,-65.91296361,0,-7.876688002,0.037934388,0
5940,(주)케이에이치바텍,60720,2015,0.542194047,0.513461538,0.007591424,6.71,0.21,-64.92785208,0,-8.031689513,0.032489307,0
5941,(주)케이에이치바텍,60720,2016,0.532751713,0.604221402,0.135299483,7.26,0.53,-62.04342747,0,-7.10493394,0.082037037,0
5942,(주)케이에이치바텍,60720,2017,0.567068961,0.396875445,0.088304232,14.55,0.71,-54.14942339,0,-6.089826241,0.226068033,0
5943,(주)케이에이치바텍,60720,2018,0.479434761,0.745422123,0.128358107,17.57,1.31,-53.29144578,0,-5.49242639,0.410095348,0
5944,(주)케이에이치바텍,60720,2019,0.463195552,0.186442572,0.110279566,14.8,1.57,-54.46483869,0,-6.023648849,0.241497403,0
5945,(주)케이에이치바텍,60720,2020,0.396199222,0.247790847,0.128847256,16.94,0.89,-55.22952309,0,-6.070302777,0.230514756,0
5946,(주)케이에이치바텍,60720,2021,0.39384472,0.261411286,0.124536919,24.2,0.85,-66.32270642,0,-8.180779372,0.027990527,0
5947,(주)케이엑스이노베이션,122450,2012,0.331062094,0.35299051,0.042009221,42.77,-2.13,-52.89290527,0,-6.360842722,0.172492943,0
5948,(주)케이엑스이노베이션,122450,2013,0.351180674,0.370693348,0.101174891,34.45,-0.4,-52.53360543,0,-5.896064892,0.274270296,0
5949,(주)케이엑스이노베이션,122450,2014,0.397797556,0.288368275,0.052070614,34.78,-0.64,-54.65685363,0,-6.541403155,0.144038538,0
5950,(주)케이엑스이노베이션,122450,2015,0.363241713,0.233243365,0.04089485,44.34,-0.7,-54.44757002,0,-6.678859767,0.125563207,0
5951,(주)케이엑스이노베이션,122450,2016,0.217428993,1.017353572,0.02890235,12.8,0.78,-58.14582673,0,-6.046313276,0.23609834,0
5952,(주)케이엑스이노베이션,122450,2017,0.209992367,1.037949895,0.050075176,17.64,-0.1,-58.8609701,0,-6.243725215,0.1938839,0
5953,(주)케이엑스이노베이션,122450,2018,0.218308099,1.534449269,0.21682537,-3.32,1.67,-66.59579058,0,-6.429534111,0.1610604,0
5954,(주)케이엑스이노베이션,122450,2019,0.226332029,2.094705212,0.102622533,0.28,1.93,-66.2164126,0,-6.334954823,0.177008718,0
5955,(주)케이엑스이노베이션,122450,2020,0.248608862,0.889637242,0.122340793,-2.21,2.21,-61.87903648,0,-6.25495782,0.191722417,0
5956,(주)케이엑스이노베이션,122450,2021,0.278685333,1.397112841,0.07967496,4.56,2.87,-62.03514278,0,-6.160701946,0.210632513,0
5969,(주)케이엔더블유,105330,2014,0.382055843,0.662603453,0.041289656,29.16,0.29,-56.86205214,0,-6.538809931,0.144412006,0
5981,(주)케이엔엔,58400,2012,0.439569501,0.283434377,0.226259715,9.25,-1.16,-59.66000606,0,-6.691373745,0.124003639,0
5982,(주)케이엔엔,58400,2013,0.501014902,0.129094889,0.313273102,22.53,-2.02,-57.27238458,0,-6.506920381,0.14908448,0
5983,(주)케이엔엔,58400,2014,0.50597998,0.134473409,0.146279608,19.54,-2.29,-60.88311,0,-7.551587293,0.052499993,0
5984,(주)케이엔엔,58400,2015,0.510972348,0.152158712,0.047316249,16.97,-2.36,-60.58202533,0,-7.70602452,0.044990481,0
5985,(주)케이엔엔,58400,2016,0.506755599,0.134708989,0.150020218,15.4,-2.22,-60.37398068,0,-7.379729697,0.062338062,0
5986,(주)케이엔엔,58400,2017,0.53317677,0.128332961,0.040486573,16.23,-2.42,-59.90125214,0,-7.639333333,0.048091772,0
5987,(주)케이엔엔,58400,2018,0.549181477,0.144152204,0.072933726,20.28,-2.21,-61.5810267,0,-7.919693171,0.036338175,0
5988,(주)케이엔엔,58400,2019,0.563135531,0.086046106,0.055047807,22.12,-2.23,-59.86567937,0,-7.744382876,0.043298133,0
5989,(주)케이엔엔,58400,2020,0.570452441,0.042271387,0.089566036,21.73,-2.3,-60.62448565,0,-7.831186386,0.039699635,0
5990,(주)케이엔엔,58400,2021,0.581681205,0.086034327,0.189664194,24.81,-2.42,-63.83788188,0,-8.201999322,0.027402988,0
5994,(주)케이엘넷,39420,2013,0.240747221,0.30421685,0.047008059,9.01,-0.06,-52.58022646,0,-5.498529502,0.407610284,0
5996,(주)케이엘넷,39420,2015,0.348750525,0.109869712,0.035624982,10.84,0.07,-60.54133053,0,-7.248706708,0.071058815,0
5997,(주)케이엘넷,39420,2016,0.359774492,0.117156711,0.047352966,16.58,-0.01,-52.40590639,0,-5.867075464,0.282314828,0
5998,(주)케이엘넷,39420,2017,0.42677655,0.079107293,0.064471879,14.62,0.01,-53.55749713,0,-6.113494166,0.220791968,0
5999,(주)케이엘넷,39420,2018,0.452147181,0.104858077,0.068868954,19.98,-0.28,-53.38754972,0,-6.198277392,0.202880515,0
6000,(주)케이엘넷,39420,2019,0.497146933,0.151050747,0.020095023,22.2,-0.34,-52.96707601,0,-6.317138418,0.180184905,0
6001,(주)케이엘넷,39420,2020,0.536066671,0.102964714,0.056040826,26.33,-0.2,-54.55716456,0,-6.651801188,0.129002711,0
6002,(주)케이엘넷,39420,2021,0.56066295,0.081363751,0.039025668,32.59,-0.33,-54.74119393,0,-6.885722005,0.102123381,0
6003,(주)케이엠,83550,2012,0.334287569,1.570171685,0.007586076,29.44,0.58,-55.77033565,0,-5.757455299,0.314919171,0
6004,(주)케이엠,83550,2013,0.357251772,1.30949103,0.076239582,31.52,0.59,-58.58035389,0,-6.321823912,0.179344135,0
6005,(주)케이엠,83550,2014,0.391520354,0.923334615,0.00595576,32.25,0.37,-57.34713069,0,-6.602460484,0.135518597,0
6006,(주)케이엠,83550,2015,0.427025035,0.514089963,0.05065427,37.2,0.23,-56.95589801,0,-6.823181353,0.108707028,0
6007,(주)케이엠,83550,2016,0.468956326,0.388397495,0.037182317,41.06,0.11,-58.04118627,0,-7.261615655,0.070148055,0
6008,(주)케이엠,83550,2017,0.49206161,0.427863759,0.016851653,32.48,0.04,-55.87682013,0,-6.79757373,0.111523561,0
6009,(주)케이엠,83550,2018,0.459159684,0.563962898,0.019744572,29.97,0.07,-57.04319423,0,-6.824261799,0.108589767,0
6010,(주)케이엠,83550,2019,0.446460445,0.629001412,0.010943698,25.48,0.25,-58.77002213,0,-7.011076498,0.090102466,0
6011,(주)케이엠,83550,2020,0.528955821,0.421637597,0.017316708,32.99,0.12,-61.05524925,0,-7.78247567,0.04168048,0
6012,(주)케이엠,83550,2021,0.541038721,0.605354688,0.067687754,28.53,0.16,-57.97149878,0,-6.924797302,0.098213683,0
6014,(주)케이엠더블유,32500,2013,0.214334112,0.598925831,0.012217986,-1.57,1.34,-55.45280128,0,-5.59714382,0.369473886,0
6020,(주)케이엠더블유,32500,2019,0.143782769,0.103377304,0.155688588,31.39,0.75,-60.49145042,0,-6.940703748,0.09666531,0
6021,(주)케이엠더블유,32500,2020,0.228874438,0.044758666,0.276659104,41.09,0.93,-57.71913715,0,-6.434110491,0.16032619,0
6022,(주)케이엠더블유,32500,2021,0.233418848,0.070734118,0.250098704,36.41,0.93,-55.0910656,0,-5.943225686,0.261668821,0
6023,(주)케이지모빌리언스,46440,2012,0.19730401,0.759701479,0.244033589,29.83,0.8,-61.13104443,0,-6.452403138,0.157424636,0
6024,(주)케이지모빌리언스,46440,2013,0.211820239,0.776870022,0.156513384,31.75,-1.46,-62.52009487,0,-7.13607584,0.079523619,0
6025,(주)케이지모빌리언스,46440,2014,0.22917855,0.686375797,0.356513651,25.16,1.33,-61.04781308,0,-6.129237691,0.21735064,0
6026,(주)케이지모빌리언스,46440,2015,0.198275572,0.834362797,0.140201511,26.75,0.23,-61.48783567,0,-6.725300539,0.119872117,0
6027,(주)케이지모빌리언스,46440,2016,0.22304646,1.214502455,0.114187889,48.8,0.48,-60.8121152,0,-6.792135924,0.112130974,0
6028,(주)케이지모빌리언스,46440,2017,0.202662888,1.021994032,0.161205421,21.64,0.71,-62.88160164,0,-6.688090369,0.124410952,0
6029,(주)케이지모빌리언스,46440,2018,0.211128705,1.137596206,0.038720423,31.24,0.62,-62.57081256,0,-7.038433802,0.087673049,0
6030,(주)케이지모빌리언스,46440,2019,0.249307184,1.163112482,0.313509407,24.45,1.63,-63.6353595,0,-6.386396363,0.168148279,0
6031,(주)케이지모빌리언스,46440,2020,0.275228285,0.484849084,0.060042447,39.92,0.28,-64.86979115,0,-8.072877413,0.031178733,0
6032,(주)케이지모빌리언스,46440,2021,0.306446589,0.410511976,0.175426804,29.11,-0.11,-64.44448013,0,-7.653127696,0.047433244,0
6033,(주)케이지이니시스,35600,2012,0.406214701,0.301942281,0.012577986,15.73,-2.36,-61.97023971,0,-7.783377625,0.041642918,0
6034,(주)케이지이니시스,35600,2013,0.209986235,0.734090435,0.032243866,28.47,-1.13,-67.3051961,0,-8.255020708,0.025988259,0
6035,(주)케이지이니시스,35600,2014,0.215496084,0.710439629,0.130131747,20.91,-0.17,-64.2697505,0,-7.290827835,0.068129895,0
6036,(주)케이지이니시스,35600,2015,0.189635369,0.888541023,0.106338952,21.7,0.04,-63.23817539,0,-7.011527746,0.090061853,0
6037,(주)케이지이니시스,35600,2016,0.161765325,1.487803984,0.074524141,17.83,0.17,-65.42405781,0,-6.986186426,0.092371168,0
6038,(주)케이지이니시스,35600,2017,0.12141496,1.226686129,0.226435916,-3.19,0.1,-67.367486,0,-6.73459947,0.118763919,0
6039,(주)케이지이니시스,35600,2018,0.14954892,1.382247859,0.001064216,2.87,-0.07,-65.6518203,0,-7.041789887,0.087379561,0
6040,(주)케이지이니시스,35600,2019,0.143410346,1.891506266,0.173325468,-9.62,0.58,-68.37449894,0,-6.508412979,0.148862454,0
6041,(주)케이지이니시스,35600,2020,0.154870786,1.68662328,0.091245502,-1.64,0.6,-67.66162233,0,-6.861806389,0.104592579,0
6042,(주)케이지이니시스,35600,2021,0.179361564,1.72942898,0.071981027,0.18,0.73,-68.53202443,0,-7.091393825,0.083154452,0
6043,(주)케이티서브마린,60370,2012,0.471922905,0.433046216,0.044557329,13.76,0.05,-57.37856112,0,-6.665195244,0.127288546,0
6044,(주)케이티서브마린,60370,2013,0.478429103,0.300931331,0.322434656,21.86,-0.39,-59.95139146,0,-6.686359837,0.124626167,0
6045,(주)케이티서브마린,60370,2014,0.55848834,0.14646586,0.101405033,29.05,-0.42,-56.5690022,0,-6.961931356,0.094636884,0
6046,(주)케이티서브마린,60370,2015,0.3983183,0.52926374,0.182932338,-5.76,-0.1,-58.9574706,0,-6.136042959,0.215879715,0
6047,(주)케이티서브마린,60370,2016,0.436204162,0.514722091,0.058670796,-3.88,0.67,-59.47365588,0,-6.573123819,0.139547521,0
6048,(주)케이티서브마린,60370,2017,0.53083048,0.353826733,0.287138246,-0.22,0.58,-57.77895308,0,-5.992459157,0.249129267,0
6049,(주)케이티서브마린,60370,2018,0.537382856,0.392836758,0.053869252,-0.09,0.75,-57.97198945,0,-6.586776871,0.137657824,0
6050,(주)케이티서브마린,60370,2019,0.575094876,0.17813046,0.317140371,7.21,0.6,-57.22405563,0,-6.109058585,0.221771307,0
6051,(주)케이티서브마린,60370,2020,0.597887221,0.120664895,0.05426416,50.78,0.05,-56.82998002,0,-7.510571595,0.054696884,0
6052,(주)케이티서브마린,60370,2021,0.60434822,0.09078302,0.44971048,53.96,-1.21,-57.26295427,0,-6.769689995,0.114673399,0
6054,(주)케이티알파,36030,2013,-0.216178298,0.368458045,0.013029602,27.01,-0.58,-55.06067145,0,-5.695739399,0.334899822,0
6056,(주)케이티알파,36030,2015,-0.196108705,0.105231939,0.095325298,52.47,-1.05,-54.64449088,0,-6.056924082,0.233612212,0
6057,(주)케이티알파,36030,2016,-0.172121412,0.200966499,0.124228259,45.32,-0.86,-56.66719549,0,-6.188508512,0.204868062,0
6058,(주)케이티알파,36030,2017,-0.158635378,0.230540193,0.110244211,38.9,-0.6,-55.51311519,0,-5.892444231,0.275262397,0
6059,(주)케이티알파,36030,2018,-0.130689338,0.382691695,0.179122085,35.96,-0.44,-56.73736058,0,-5.8189001,0.296207108,0
6060,(주)케이티알파,36030,2019,-0.12805109,0.387683119,0.150300477,19.05,-0.27,-56.18658303,0,-5.508052963,0.403762448,0
6062,(주)케이티알파,36030,2021,-0.131959147,0.487074302,0.099466146,26.05,-0.3,-56.73718171,0,-5.780007095,0.307918284,0
6073,(주)케이피에스,256940,2018,0.086585749,0.21749511,0.109136556,48.97,0.01,-56.06419863,0,-6.450868993,0.157665952,0
6077,(주)케이피에프,24880,2012,0.307743782,1.274457973,0.037801936,11.53,1.1,-62.5685798,0,-6.729429921,0.11937873,0
6078,(주)케이피에프,24880,2013,0.270847046,2.430405898,0.005516804,8.88,1.48,-62.23792484,0,-5.881198408,0.278366755,0
6084,(주)케이피에프,24880,2019,0.26145891,3.109939982,0.074054781,18.36,1.47,-63.63335104,0,-5.659898014,0.347078379,0
6085,(주)케이피에프,24880,2020,0.253698856,2.466907302,0.084391361,9,1.22,-63.38533716,0,-5.863801728,0.283237945,0
6111,(주)켐트로닉스,89010,2012,0.247338887,0.85508695,0.008390242,13.67,1.2,-59.62412315,0,-6.490605289,0.151533041,0
6112,(주)켐트로닉스,89010,2013,0.29118445,0.681024261,0.004014903,4.05,0.58,-61.19260653,0,-6.84882847,0.105957372,0
6118,(주)켐트로닉스,89010,2019,0.133854493,0.740337816,0.093844957,-3.12,1.35,-63.17008556,0,-6.550802248,0.142692971,0
6119,(주)켐트로닉스,89010,2020,0.141818744,0.609415558,0.010656121,-3.25,0.99,-62.31263995,0,-6.727445915,0.119615529,0
6120,(주)켐트로닉스,89010,2021,0.182096319,0.648308778,0.040097128,0.49,0.9,-61.85873896,0,-6.668515945,0.126867095,0
6124,(주)켐트로스,220260,2021,0.225605594,0.119371877,0.011015633,34.22,0.19,-49.59647092,0,-5.538122445,0.391849106,0
6175,(주)코리아나화장품,27050,2015,0.19013436,0.097988479,0.023161951,13.51,0.03,-58.82672895,0,-6.810127391,0.110133815,0
6176,(주)코리아나화장품,27050,2016,0.213457644,0.1466875,0.018617965,13.91,-0.16,-56.60734574,0,-6.444358556,0.158694141,0
6177,(주)코리아나화장품,27050,2017,0.204999257,0.162277117,0.05081954,9.7,-0.28,-57.06402785,0,-6.36535277,0.171718076,0
6183,(주)코맥스,36690,2013,0.182823262,1.221773211,0.001541654,23.25,0.74,-56.23655157,0,-5.763988704,0.312874799,0
6184,(주)코맥스,36690,2014,0.213084548,0.563570496,0.060264049,20.08,0.46,-58.45226517,0,-6.451827641,0.157515116,0
6185,(주)코맥스,36690,2015,0.259068113,0.451958339,0.010476199,21.49,0.2,-57.24026499,0,-6.536993223,0.144674219,0
6186,(주)코맥스,36690,2016,0.32123999,0.444548384,0.021138088,28.24,0.03,-58.27365088,0,-6.90666444,0.100009025,0
6187,(주)코맥스,36690,2017,0.358933288,0.424721272,0.010307293,31.54,-0.02,-56.62365239,0,-6.758629699,0.115947282,0
6188,(주)코맥스,36690,2018,0.380093888,0.663945171,0.012783491,34.1,-0.03,-57.02921882,0,-6.741112922,0.11799378,0
6189,(주)코맥스,36690,2019,0.392167362,0.656238862,0.005003459,36.9,0.05,-56.49622513,0,-6.725207915,0.119883208,0
6190,(주)코맥스,36690,2020,0.386614235,0.530297068,0.0239346,35.84,0.05,-57.68603748,0,-6.948120782,0.095951678,0
6191,(주)코맥스,36690,2021,0.222230783,0.735749977,0.105270601,21.24,0.15,-56.83521614,0,-5.991812756,0.249289955,0
6192,(주)코메론,49430,2012,0.641654561,0.571387493,0.008498015,32.18,-1.14,-54.89767205,0,-6.839681371,0.106929979,0
6193,(주)코메론,49430,2013,0.646449574,0.639536916,0.044132029,39.98,-1.15,-55.05304095,0,-6.866432341,0.104110359,0
6194,(주)코메론,49430,2014,0.656455717,0.40273338,0.001096438,36.27,-2.13,-57.90990473,0,-7.670620339,0.046611109,0
6195,(주)코메론,49430,2015,0.717850799,0.20922894,0.025193998,44.94,-0.96,-57.26964905,0,-7.752694803,0.042939887,0
6196,(주)코메론,49430,2016,0.703464818,0.233649551,0.065625635,48.31,-1.65,-57.59736008,0,-7.78185479,0.041706355,0
6197,(주)코메론,49430,2017,0.746246451,0.224409984,0.031657682,51.32,-1.84,-57.66247228,0,-8.006233432,0.033326694,0
6198,(주)코메론,49430,2018,0.804099988,0.205352157,0.006691298,61.62,-1.97,-58.62970983,0,-8.509302068,0.020154384,0
6199,(주)코메론,49430,2019,0.831675056,0.171909659,0.020065735,61.5,-4.94,-57.83428043,0,-8.619385155,0.018053864,0
6200,(주)코메론,49430,2020,0.845210517,0.17610281,0.004846332,47.92,-2.87,-59.89643347,0,-8.665611588,0.017238435,0
6201,(주)코메론,49430,2021,0.783514647,0.176496125,0.214215037,39.76,-1.6,-58.47640576,0,-7.570391788,0.051522485,0
6202,(주)코미코,183300,2018,0.24262946,0.710118297,0.002863713,30.9,1.47,-63.0468263,0,-7.462499696,0.057388946,0
6203,(주)코미코,183300,2019,0.256970788,0.694160055,0.092677893,14.31,2.38,-63.21506183,0,-6.959682299,0.094849765,0
6204,(주)코미코,183300,2020,0.296674664,0.291835823,0.143321648,22.27,1.8,-62.39950942,0,-7.172826501,0.076656324,0
6205,(주)코미코,183300,2021,0.368622154,0.229142501,0.070743303,16.05,0.55,-63.847895,0,-7.750558132,0.043031694,0
6225,(주)코세스,89890,2021,0.491137371,0.091306433,0.019940399,21.75,0.58,-50.49715794,0,-5.826237207,0.294048125,0
6246,(주)코스메카코리아,241710,2017,0.2741313,0.108300202,0.002780703,36.95,-0.18,-58.88640469,0,-7.3725611,0.062786263,0
6247,(주)코스메카코리아,241710,2018,0.155570016,0.413192164,0.005516118,13.72,0.42,-63.17273333,0,-7.357187501,0.063758351,0
6254,(주)코스온,69110,2015,0.035591662,0.061333259,0.089664083,45.83,1.31,-53.4929381,0,-5.91902035,0.268062695,0
6256,(주)코스온,69110,2017,0.076466834,0.336206823,0.004090122,37,1.56,-52.07926683,0,-5.5970738,0.369499662,0
6271,(주)코아시아,45970,2019,0.16422974,1.154195876,0.043605367,-3.87,1.12,-62.29401547,0,-6.299148155,0.183449812,0
6272,(주)코아시아,45970,2020,0.143031569,0.738498975,0.000716307,-1.1,1.01,-55.87908872,0,-5.548368455,0.387870207,0
6278,(주)코아시아옵틱스,196450,2019,-0.723561584,0.365977361,0.135022517,1.48,2.29,-80.6864778,0,-8.669769659,0.017166917,0
6281,(주)코엔텍,29960,2012,0.556210828,0.102447059,0.173367761,26.13,-1.72,-50.26301237,0,-5.727382203,0.324502409,0
6282,(주)코엔텍,29960,2013,0.598455474,0.096705882,0.06006037,26.43,-2.11,-58.08541857,0,-7.513233253,0.054551573,0
6283,(주)코엔텍,29960,2014,0.610828812,0.105347985,0.121114503,18.26,-1.85,-58.5351762,0,-7.300232946,0.06749256,0
6284,(주)코엔텍,29960,2015,0.543334227,0.2564,0.105347771,11.36,-1.27,-61.29380629,0,-7.490046963,0.055830485,0
6285,(주)코엔텍,29960,2016,0.547938174,0.296527397,0.128012923,26.3,-0.36,-58.47691273,0,-7.077285837,0.084334912,0
6286,(주)코엔텍,29960,2017,0.574600859,0.177740113,0.217908742,35.1,-0.43,-58.16928761,0,-7.055759185,0.086168461,0
6287,(주)코엔텍,29960,2018,0.623398848,0.124756545,0.16961752,49.16,-1.29,-61.12743157,0,-8.101437677,0.030301122,0
6288,(주)코엔텍,29960,2019,0.638287032,0.091486405,0.142419214,51.05,-2.16,-60.74314843,0,-8.240211119,0.026375896,0
6289,(주)코엔텍,29960,2020,0.65353615,0.084935313,0.116433715,43.72,-1.44,-61.83430463,0,-8.353135434,0.023560095,0
6291,(주)코윈테크,282880,2020,0.249950896,0.127895822,0.049498401,48.63,-1.18,-55.38751577,0,-6.846057937,0.106251025,0
6292,(주)코윈테크,282880,2021,0.190391383,0.231091042,0.070944993,35.59,0.16,-63.09104389,0,-7.714549026,0.04460876,0
6302,(주)코콤,15710,2012,0.500823998,0.733886197,0.068826883,17.62,0.2,-56.3368496,0,-6.31215105,0.181084167,0
6303,(주)코콤,15710,2013,0.480420822,0.853687446,0.034671035,8.1,0.41,-57.33038722,0,-6.302048174,0.182919547,0
6304,(주)코콤,15710,2014,0.5527248,0.181932542,0.001796442,22.78,0.52,-58.5697579,0,-7.367731313,0.063090049,0
6305,(주)코콤,15710,2015,0.583025227,0.091667077,0.01003115,25.56,0.16,-58.06135646,0,-7.427811559,0.059413388,0
6306,(주)코콤,15710,2016,0.588828609,0.139591763,0.019948723,24.23,0.04,-57.97661387,0,-7.352415927,0.064063111,0
6307,(주)코콤,15710,2017,0.601981519,0.191188915,0.029170656,28.51,0.03,-58.74716901,0,-7.521616318,0.054096421,0
6308,(주)코콤,15710,2018,0.598800975,0.291859584,0.005983632,32.25,-0.05,-59.72080375,0,-7.751597367,0.042987017,0
6309,(주)코콤,15710,2019,0.632137673,0.257278971,0.051716155,35.24,-0.11,-57.84519079,0,-7.420120713,0.059871815,0
6310,(주)코콤,15710,2020,0.646422244,0.240853791,0.040427142,34.2,-0.1,-59.05368523,0,-7.678103196,0.046263787,0
6311,(주)코콤,15710,2021,0.633339679,0.280079898,0.085837929,32.14,-0.2,-56.70774254,0,-7.074031404,0.084609589,0
6312,(주)코텍,52330,2012,0.564600022,0.141207195,0.00223428,56.27,-1.06,-58.84711574,0,-8.119065276,0.029771824,0
6313,(주)코텍,52330,2013,0.592196056,0.100936471,0.033884731,59.56,-0.74,-59.26909244,0,-8.206933586,0.027268145,0
6314,(주)코텍,52330,2014,0.614287203,0.132839769,0.062554587,58.85,-0.67,-59.81258177,0,-8.224964847,0.026781002,0
6315,(주)코텍,52330,2015,0.56345292,0.124150585,0.032919719,67.04,-0.19,-63.43342535,0,-8.980713221,0.012579726,0
6316,(주)코텍,52330,2016,0.604086739,0.15086185,0.059519055,68.71,-0.27,-62.70781112,0,-8.854479569,0.014272051,0
6317,(주)코텍,52330,2017,0.608898413,0.159183063,0.005731613,69.92,-0.41,-61.60110111,0,-8.822528136,0.014735359,0
6318,(주)코텍,52330,2018,0.658207652,0.163978064,0.023450664,67.74,-0.72,-62.73684488,0,-9.03475016,0.011918075,0
6319,(주)코텍,52330,2019,0.679691638,0.175638207,0.153025847,59.65,-1.08,-62.68738287,0,-8.619277389,0.01805581,0
6320,(주)코텍,52330,2020,0.697077935,0.169802966,0.099372755,50.14,-1.13,-61.16153624,0,-8.358792419,0.023427224,0
6321,(주)코텍,52330,2021,0.594116153,0.39653479,0.27494035,37.97,-0.67,-53.73859372,0,-6.066272744,0.231443458,0
