848,시간,회사명,종목코드,공시제목,제출인
253,2017-08-24 17:41,비덴트,121800,관리종목지정사유추가(반기보고서 법정제출기한 익일부터 10일 이내 반기 검토(감사)보고서 미제출),코스닥시장본부
252,2017-08-23 18:50,아이이,023430,관리종목지정사유일부해제(상장폐지 사유 해소),코스닥시장본부
251,2017-08-22 18:06,골드퍼시픽,038530,관리종목지정사유일부해제(자본잠식률 50% 미만으로 회복 등),코스닥시장본부
250,2017-08-21 18:54,레이젠,047440,관리종목지정(파산신청),코스닥시장본부
249,2017-08-17 18:20,트루윈,105550,관리종목 해제(상장폐지 사유 해소),코스닥시장본부
248,2017-08-14 21:12,테라사이언스,073640,관리종목지정사유일부해제(자본잠식률 50% 미만으로 회복 ),코스닥시장본부
247,2017-08-14 20:37,위너지스,026260,관리종목지정사유일부해제(자본잠식률 50% 미만으로 회복 ),코스닥시장본부
246,2017-08-14 20:36,알파홀딩스,117670,관리종목지정사유추가(반기보고서 미제출 ),코스닥시장본부
245,2017-08-14 20:36,에스엘바이오닉스,214310,"관리종목지정사유추가(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정)",코스닥시장본부
244,2017-08-14 20:35,에이루트,096690,"관리종목지정사유추가(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정)",코스닥시장본부
243,2017-08-14 20:34,골드퍼시픽,038530,관리종목지정사유추가(반기보고서 미제출),코스닥시장본부
242,2017-08-14 20:33,비덴트,121800,관리종목지정사유추가(반기보고서 미제출),코스닥시장본부
241,2017-08-14 20:20,위노바,039790,관리종목지정(반기검토의견 범위제한 한정),코스닥시장본부
240,2017-08-14 20:19,C&S자산관리,032040,관리종목지정(자본잠식률 50% 이상 등),코스닥시장본부
239,2017-08-14 19:58,엔에스브이,095300,"관리종목지정사유추가(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정 등)",코스닥시장본부
238,2017-08-14 19:58,썬코어,051170,관리종목지정사유추가(반기보고서 미제출 ),코스닥시장본부
237,2017-08-14 19:57,한국정밀기계,101680,관리종목지정사유추가(반기검토의견 범위제한 한정),코스닥시장본부
236,2017-08-11 18:38,에이티세미콘,089530,"관리종목지정사유추가(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정 )",코스닥시장본부
235,2017-08-11 16:11,코디,080530,관리종목지정(반기검토 의견거절),코스닥시장본부
234,2017-08-10 18:12,아이이,023430,관리종목지정사유추가(자본잠식률 50% 이상),코스닥시장본부
233,2017-08-10 17:46,와이오엠,066430,관리종목 해제(불성실공시로 인한 관리종목 지정사유 해소),코스닥시장본부
232,2017-08-01 18:13,초록뱀이앤엠,131100,관리종목 해제(상장폐지 사유 해소 ),코스닥시장본부
231,2017-07-27 17:08,중국원양자원,900050,관리종목지정사유변경,유가증권시장본부
230,2017-07-18 18:19,하나머스트3호스팩,208870,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
229,2017-07-12 18:32,SBW생명과학,151910,관리종목 해제(상장폐지 사유 해소),코스닥시장본부
228,2017-06-30 17:58,녹십자홀딩스,005250,관리종목지정해제(녹십자홀딩스2우선주(신형)),유가증권시장본부
227,2017-06-26 18:44,케이티비스팩1호,204650,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
226,2017-06-22 18:57,SBW생명과학,151910,관리종목지정사유일부해제(자본잠식률 50% 미만으로 회복 등),코스닥시장본부
225,2017-06-21 18:20,엔에이치SL스팩,207720,관리종목 해제(SPAC 상장예비심사청구서 미제출 등 사유 해소),코스닥시장본부
224,2017-06-16 18:35,하나머스트3호스팩,208870,관리종목지정(SPAC 상장예비심사청구서 미제출 등),코스닥시장본부
223,2017-06-15 17:24,리더스 기술투자,019570,관리종목 해제,코스닥시장본부
222,2017-06-14 18:15,에스제이케이,080440,관리종목 해제(상장폐지 사유 해소),코스닥시장본부
221,2017-06-09 17:46,엔에이치SL스팩,207720,관리종목지정(SPAC 상장예비심사청구서 미제출 등),코스닥시장본부
220,2017-06-02 18:25,스포츠서울,039670,관리종목 해제,코스닥시장본부
219,2017-06-01 18:10,현대에이블스팩1호,204760,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
218,2017-05-31 16:45,에스제이케이,080440,관리종목지정사유일부해제,코스닥시장본부
217,2017-05-25 18:42,케이티비스팩1호,204650,관리종목지정(SPAC 상장예비심사청구서 미제출 등),코스닥시장본부
216,2017-05-16 18:07,대우스팩2호,204440,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
215,2017-04-28 18:18,현대에이블스팩1호,204760,관리종목지정(SPAC 상장예비심사청구서 미제출 등),코스닥시장본부
214,2017-04-27 20:37,완리,900180,관리종목지정(상장폐지사유 발생),코스닥시장본부
213,2017-04-14 18:03,대우스팩2호,204440,관리종목지정(SPAC 상장예비심사청구서 미제출 등),코스닥시장본부
212,2017-04-05 18:31,케이에스피,073010,관리종목지정사유일부해제,코스닥시장본부
211,2017-03-31 21:58,신양오라컴,086830,관리종목지정사유추가(정기주주총회 미개최 또는 재무제표 미승인 ),코스닥시장본부
210,2017-03-31 19:02,비엔씨컴퍼니,058370,관리종목지정사유추가(정기주주총회 미개최 또는 재무제표 미승인),코스닥시장본부
209,2017-03-31 19:02,아이이,023430,관리종목지정사유추가(정기주주총회 미개최 또는 재무제표 미승인),코스닥시장본부
208,2017-03-30 20:38,썬코어,051170,관리종목지정(최근 4사업연도 연속 영업손실 발생 ),코스닥시장본부
207,2017-03-30 20:34,위너지스,026260,관리종목지정사유추가,코스닥시장본부
206,2017-03-30 20:29,SBW생명과학,151910,관리종목지정사유추가,코스닥시장본부
205,2017-03-30 19:57,씨그널엔터테인먼트그룹,099830,관리종목지정(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생 등),코스닥시장본부
204,2017-03-30 17:42,STX중공업,071970,관리종목지정사유변경,유가증권시장본부
203,2017-03-30 15:45,THE E&M,089230,관리종목지정사유일부해제(정기주주총회 미개최 또는 재무제표 미승인 사유해소 ),코스닥시장본부
202,2017-03-30 15:44,현진소재,053660,관리종목지정사유일부해제(정기주주총회 미개최 또는 재무제표 미승인 사유해소 ),코스닥시장본부
201,2017-03-29 20:58,아이이,023430,관리종목지정(상장폐지사유 발생),코스닥시장본부
200,2017-03-29 20:58,에스엘바이오닉스,214310,관리종목지정(상장폐지사유 발생),코스닥시장본부
199,2017-03-29 18:15,대우조선해양,042660,관리종목지정,유가증권시장본부
198,2017-03-29 13:38,컨버즈,109070,관리종목지정,유가증권시장본부
197,2017-03-24 19:14,파이오링크,170790,관리종목 해제(정기주주총회 미개최 또는 재무제표 미승인 사유해소 ),코스닥시장본부
196,2017-03-24 19:05,알파홀딩스,117670,관리종목지정(상장폐지사유 발생),코스닥시장본부
195,2017-03-24 19:02,피에이치씨,057880,관리종목 해제(정기주주총회 미개최 사유해소 ),코스닥시장본부
194,2017-03-24 17:49,한국특강,007280,관리종목지정사유변경,유가증권시장본부
193,2017-03-23 23:03,신양오라컴,086830,관리종목지정사유추가,코스닥시장본부
192,2017-03-23 23:02,에이티세미콘,089530,관리종목지정(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생),코스닥시장본부
191,2017-03-23 23:01,중앙디앤엠,051980,관리종목지정(최근 4사업연도 연속 영업손실 발생 ),코스닥시장본부
190,2017-03-23 23:00,디에스앤엘,141020,관리종목지정(최근 4사업연도 연속 영업손실 발생 등),코스닥시장본부
189,2017-03-23 22:58,비덴트,121800,관리종목지정(상장폐지사유 발생),코스닥시장본부
188,2017-03-23 22:48,에이루트,096690,관리종목지정(상장폐지사유 발생),코스닥시장본부
187,2017-03-23 22:36,초록뱀이앤엠,131100,관리종목지정(상장폐지사유 발생),코스닥시장본부
186,2017-03-23 22:17,트루윈,105550,관리종목지정(상장폐지사유 발생 ),코스닥시장본부
185,2017-03-23 22:16,상지카일룸,042940,관리종목지정(자본잠식률 50% 이상 등),코스닥시장본부
184,2017-03-23 22:14,테라사이언스,073640,관리종목지정(자본잠식률 50% 이상 등),코스닥시장본부
183,2017-03-23 22:07,에스에스컴텍,036500,관리종목지정사유추가,코스닥시장본부
182,2017-03-23 21:09,스틸플라워,087220,관리종목지정(최근 4사업연도 연속 영업손실 발생),코스닥시장본부
181,2017-03-23 20:58,에스제이케이,080440,관리종목지정사유추가(상장폐지사유 발생 ),코스닥시장본부
180,2017-03-23 18:24,STX,011810,관리종목지정,유가증권시장본부
179,2017-03-22 20:41,에스에이치엔엘,050320,관리종목지정(최근 4사업연도 연속 영업손실 발생 ),코스닥시장본부
178,2017-03-22 20:28,시너지이노베이션,048870,관리종목 해제,코스닥시장본부
177,2017-03-22 19:52,골드퍼시픽,038530,관리종목지정(자본잠식률 50% 이상 등),코스닥시장본부
176,2017-03-22 19:26,엠벤처투자,019590,관리종목지정(최근 4사업연도 연속 영업손실 발생),코스닥시장본부
175,2017-03-22 18:49,엔에스브이,095300,관리종목지정사유추가,코스닥시장본부
174,2017-03-22 18:12,THE E&M,089230,관리종목지정사유추가및일부해제,코스닥시장본부
173,2017-03-22 11:42,비엔씨컴퍼니,058370,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
172,2017-03-21 20:05,우전,052270,관리종목지정사유추가,코스닥시장본부
171,2017-03-21 18:15,골드앤에스,035290,관리종목 해제,코스닥시장본부
170,2017-03-16 21:30,코세스,089890,관리종목지정사유추가및일부해제,코스닥시장본부
169,2017-03-16 21:30,피에이치씨,057880,관리종목지정사유일부해제(최근 4사업연도 연속 영업손실 발생 사유 해소 ),코스닥시장본부
168,2017-03-16 21:28,오리엔탈정공,014940,관리종목지정(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생),코스닥시장본부
167,2017-03-16 21:27,위메이드맥스,101730,관리종목 해제(최근 4사업연도 연속 영업손실 발생 사유 해소),코스닥시장본부
166,2017-03-16 21:26,아이앤씨,052860,관리종목 해제(최근 4사업연도 연속 영업손실 발생 사유 해소 ),코스닥시장본부
165,2017-03-16 20:25,동일철강,023790,관리종목지정사유일부해제(최근 4사업연도 연속 영업손실 발생 사유 해소 ),코스닥시장본부
164,2017-03-16 20:24,코데즈컴바인,047770,관리종목 해제,코스닥시장본부
163,2017-03-16 18:39,KG스틸,016380,관리종목지정해제,유가증권시장본부
162,2017-03-16 18:31,HMM,011200,관리종목지정해제,유가증권시장본부
161,2017-03-16 18:16,대성산업,128820,관리종목지정,유가증권시장본부
160,2017-03-15 19:21,어반리튬,073570,관리종목지정사유추가(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생 ),코스닥시장본부
159,2017-03-15 19:04,씨엔플러스,115530,관리종목지정(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생 등),코스닥시장본부
158,2017-03-15 18:30,한국정밀기계,101680,관리종목지정(최근 4사업연도 연속 영업손실 발생),코스닥시장본부
157,2017-03-15 18:21,세하,027970,관리종목지정해제,유가증권시장본부
156,2017-03-15 18:07,제넨바이오,072520,관리종목지정사유추가(최근 4사업연도 연속 영업손실 발생),코스닥시장본부
155,2017-03-15 17:02,MIT,038340,관리종목 해제,코스닥시장본부
154,2017-03-13 18:07,쎌마테라퓨틱스,015540,관리종목지정해제,유가증권시장본부
153,2017-03-09 19:13,피앤텔,054340,관리종목 해제,코스닥시장본부
152,2017-03-08 18:47,에이디칩스,054630,관리종목 해제,코스닥시장본부
151,2017-03-06 18:53,CS,065770,관리종목 해제,코스닥시장본부
150,2017-03-06 18:37,보루네오가구,004740,관리종목지정,유가증권시장본부
149,2017-02-27 18:03,네오리진,094860,관리종목 해제,코스닥시장본부
148,2017-02-22 18:04,골드퍼시픽,038530,관리종목 해제(파산 신청 사유 해소),코스닥시장본부
147,2017-02-17 17:19,대한그린파워,060900,관리종목 해제,코스닥시장본부
146,2017-02-15 18:42,SBW생명과학,151910,관리종목지정사유일부해제(회생절차 개시신청 사유 해소),코스닥시장본부
145,2017-02-13 19:09,프리젠,060910,관리종목지정사유추가(상장폐지사유 발생 ),코스닥시장본부
144,2017-02-03 17:59,한진해운,117930,관리종목지정사유변경,유가증권시장본부
143,2017-01-18 18:46,골드퍼시픽,038530,관리종목지정(파산신청),코스닥시장본부
142,2017-01-18 18:19,디에스티,033430,관리종목지정사유추가(상장폐지 사유 발생 ),코스닥시장본부
141,2017-01-18 18:19,케이엔씨글로벌,068150,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
140,2017-01-13 14:00,MIT,038340,관리종목지정사유추가,코스닥시장본부
139,2016-12-29 18:44,녹십자홀딩스,005250,관리종목지정(녹십자홀딩스2우선주),유가증권시장본부
138,2016-12-29 18:43,녹십자홀딩스,005250,관리종목지정(녹십자홀딩스1우선주),유가증권시장본부
137,2016-12-19 18:27,디에스티,033430,관리종목지정사유추가(불성실공시),코스닥시장본부
136,2016-12-15 18:15,CNT85,056730,관리종목 해제(파산 신청 사유 해소 ),코스닥시장본부
135,2016-12-15 18:09,케이엔씨글로벌,068150,관리종목지정사유일부해제(파산 신청 사유 해소 ),코스닥시장본부
134,2016-12-13 15:57,에스에스컴텍,036500,관리종목지정사유일부해제(파산신청 사유 해소),코스닥시장본부
133,2016-12-06 18:24,한진해운,117930,관리종목지정사유변경,유가증권시장본부
132,2016-12-02 15:55,에이티세미콘,089530,관리종목 해제(불성실공시로 인한 관리종목 지정사유 해소),코스닥시장본부
131,2016-11-30 18:08,에스제이케이,080440,관리종목지정사유일부해제(상장폐지 사유 해소),코스닥시장본부
130,2016-11-21 17:46,에스제이케이,080440,관리종목지정사유일부해제(최근 4사업연도 연속 영업손실 발생 사유 해소 ),코스닥시장본부
129,2016-11-17 19:00,위너지스,026260,관리종목지정(불성실공시),코스닥시장본부
128,2016-11-14 20:29,현대페인트,011720,관리종목지정사유변경,유가증권시장본부
127,2016-11-14 19:37,CNT85,056730,관리종목지정(파산신청),코스닥시장본부
126,2016-11-14 19:34,리더스 기술투자,019570,관리종목지정사유일부해제(자본잠식률 50% 미만으로 회복),코스닥시장본부
125,2016-11-14 18:34,에스에스컴텍,036500,관리종목지정사유추가(파산신청),코스닥시장본부
124,2016-10-27 17:54,동부건설,005960,관리종목지정해제(회생절차종결결정),유가증권시장본부
123,2016-09-20 18:27,어반리튬,073570,관리종목지정(불성실공시),코스닥시장본부
122,2016-09-20 16:45,에스에스컴텍,036500,관리종목지정사유일부해제(파산 신청 사유 해소),코스닥시장본부
121,2016-09-19 18:55,소리바다,053110,관리종목지정(불성실공시),코스닥시장본부
120,2016-09-05 18:15,엔에스브이,095300,관리종목지정사유일부해제(상장폐지 사유 해소),코스닥시장본부
119,2016-08-31 18:22,한진해운,117930,관리종목지정,유가증권시장본부
118,2016-08-29 18:12,중국원양자원,900050,관리종목지정사유변경,유가증권시장본부
117,2016-08-26 18:49,씨엘인터내셔널,037340,관리종목지정사유추가및일부해제,코스닥시장본부
116,2016-08-26 18:16,아이팩토리,053810,관리종목지정사유일부해제(반기보고서 미제출 사유 해소),코스닥시장본부
115,2016-08-26 18:16,케이엔씨글로벌,068150,관리종목지정사유추가(반기보고서 법정제출기한 익일부터 10일 이내 반기 검토(감사)보고서 미제출),코스닥시장본부
114,2016-08-26 16:48,KX하이텍,052900,관리종목 해제(불성실공시로 인한 관리종목 지정사유 해소),코스닥시장본부
113,2016-08-25 17:12,SBW생명과학,151910,관리종목지정사유추가및일부해제,코스닥시장본부
112,2016-08-18 17:14,시너지이노베이션,048870,관리종목지정사유일부해제,코스닥시장본부
111,2016-08-16 22:08,엠제이비,074150,"관리종목지정사유추가(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정)",코스닥시장본부
110,2016-08-16 22:07,케이에스피,073010,"관리종목지정사유추가(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정 )",코스닥시장본부
109,2016-08-16 22:07,디에스티,033430,관리종목지정사유일부해제(자본잠식률 50% 미만으로 회복),코스닥시장본부
108,2016-08-16 21:51,SBW생명과학,151910,관리종목지정사유추가(반기보고서 미제출),코스닥시장본부
107,2016-08-16 21:48,에스에스컴텍,036500,"관리종목지정사유추가(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정)",코스닥시장본부
106,2016-08-16 21:48,씨엘인터내셔널,037340,관리종목지정사유추가(반기보고서 미제출),코스닥시장본부
105,2016-08-16 21:47,우전,052270,관리종목지정사유추가(자본잠식률 50%이상 등),코스닥시장본부
104,2016-08-16 21:44,엔에스브이,095300,관리종목지정사유추가(반기보고서 미제출),코스닥시장본부
103,2016-08-16 21:43,아이팩토리,053810,관리종목지정사유추가,코스닥시장본부
102,2016-08-16 21:43,케이엔씨글로벌,068150,관리종목지정사유추가,코스닥시장본부
101,2016-08-16 20:35,한국특강,007280,관리종목지정사유변경,유가증권시장본부
100,2016-08-16 20:34,현대페인트,011720,관리종목지정,유가증권시장본부
99,2016-08-16 20:18,STX중공업,071970,관리종목지정사유변경,유가증권시장본부
98,2016-08-16 16:47,휴먼엔,032860,관리종목 해제,코스닥시장본부
97,2016-08-10 18:05,와이오엠,066430,관리종목지정(불성실공시),코스닥시장본부
96,2016-08-09 18:34,에스에스컴텍,036500,관리종목지정사유추가(파산신청),코스닥시장본부
95,2016-07-27 14:52,중국원양자원,900050,관리종목지정,유가증권시장본부
94,2016-07-22 18:48,파이오링크,170790,관리종목지정사유일부해제(상장폐지 사유 해소),코스닥시장본부
93,2016-07-22 18:21,케이에스피,073010,관리종목지정(회생절차 개시신청),코스닥시장본부
92,2016-07-22 16:59,STX중공업,071970,관리종목지정,유가증권시장본부
91,2016-07-05 18:45,케이엔씨글로벌,068150,관리종목지정(파산신청),코스닥시장본부
90,2016-06-30 18:38,비엔씨컴퍼니,058370,관리종목지정사유일부해제(파산 신청 사유 해소),코스닥시장본부
89,2016-06-27 17:45,비엔씨컴퍼니,058370,관리종목지정사유추가(파산신청),코스닥시장본부
88,2016-06-21 18:26,바른손,018700,관리종목 해제,코스닥시장본부
87,2016-06-21 18:14,메이슨캐피탈,021880,관리종목 해제,코스닥시장본부
86,2016-06-21 17:50,리더스 기술투자,019570,관리종목지정(자본잠식률 50% 이상 등),코스닥시장본부
85,2016-06-17 17:43,아센디오,012170,관리종목지정해제,유가증권시장본부
84,2016-06-17 16:24,스포츠서울,039670,관리종목지정사유추가(최근 4사업연도 연속 영업손실 발생),코스닥시장본부
83,2016-06-14 18:29,피엘에이,082390,관리종목지정사유추가(상장폐지 사유 발생 ),코스닥시장본부
82,2016-06-14 15:51,MIT,038340,관리종목지정사유일부해제,코스닥시장본부
81,2016-06-01 15:54,엔에스브이,095300,관리종목지정사유일부해제(분기보고서 미제출 사유 해소 ),코스닥시장본부
80,2016-05-30 19:17,엔에스브이,095300,관리종목지정사유추가(분기보고서 미제출 ),코스닥시장본부
79,2016-05-26 18:19,케이엔씨글로벌,068150,관리종목 해제(파산 신청 사유 해소),코스닥시장본부
78,2016-05-23 18:47,시너지이노베이션,048870,관리종목지정사유일부해제(회생절차 개시신청 사유 해소),코스닥시장본부
77,2016-05-17 17:56,신양오라컴,086830,관리종목지정사유일부해제(분기보고서 미제출 사유 해소),코스닥시장본부
76,2016-05-16 20:01,신양오라컴,086830,관리종목지정사유추가(분기보고서 미제출),코스닥시장본부
75,2016-04-18 18:58,SBW생명과학,151910,관리종목지정(회생절차 개시신청),코스닥시장본부
74,2016-04-12 18:26,케이엔씨글로벌,068150,관리종목지정(파산신청),코스닥시장본부
73,2016-04-11 18:49,현진소재,053660,관리종목지정사유일부해제(반기보고서 법정제출기한 익일부터 10일 이내 반기 검토(감사)보고서 미제출 사유 해소),코스닥시장본부
72,2016-04-11 18:46,THE E&M,089230,관리종목지정사유일부해제(자본잠식률 50% 미만으로 회복),코스닥시장본부
71,2016-04-11 18:39,아이디에스,078780,관리종목지정사유일부해제(사업보고서 미제출 사유 해소),코스닥시장본부
70,2016-04-11 18:31,신라섬유,001000,관리종목 해제(주식 분산기준 미달사유 해소 ),코스닥시장본부
69,2016-04-08 18:54,제이앤유글로벌,086200,관리종목지정사유일부해제(사업보고서 미제출 사유 해소),코스닥시장본부
68,2016-04-08 17:33,보루네오가구,004740,관리종목지정해제,유가증권시장본부
67,2016-04-05 17:11,휴먼엔,032860,관리종목지정사유일부해제(회생절차 개시신청 사유 해소),코스닥시장본부
66,2016-03-31 10:46,동신건설,025950,관리종목 해제(거래실적부진 사유 해소),코스닥시장본부
65,2016-03-30 22:46,파이오링크,170790,관리종목지정사유추가(재무제표 미승인),코스닥시장본부
64,2016-03-30 22:46,피에이치씨,057880,관리종목지정사유추가(정기주주총회 미개최),코스닥시장본부
63,2016-03-30 22:46,제이앤유글로벌,086200,관리종목지정사유추가(사업보고서 미제출 등),코스닥시장본부
62,2016-03-30 22:46,아이디에스,078780,관리종목지정사유추가(사업보고서 미제출 등),코스닥시장본부
61,2016-03-30 22:38,시너지이노베이션,048870,관리종목지정사유일부해제(상장폐지 사유 해소),코스닥시장본부
60,2016-03-30 22:38,시너지이노베이션,048870,관리종목지정사유추가(상장폐지사유 발생 등),코스닥시장본부
59,2016-03-30 21:01,휴먼엔,032860,관리종목지정사유일부해제(정기주주총회 미개최 또는 재무제표 미승인 사유해소),코스닥시장본부
58,2016-03-30 21:01,삼부토건,001470,관리종목지정사유변경,유가증권시장본부
57,2016-03-30 20:58,동부건설,005960,관리종목지정사유변경,유가증권시장본부
56,2016-03-30 20:56,넥솔론,110570,관리종목지정사유변경,유가증권시장본부
55,2016-03-30 20:56,보루네오가구,004740,관리종목지정,유가증권시장본부
54,2016-03-30 20:55,엠제이비,074150,관리종목지정사유추가(정기주주총회 미개최 또는 재무제표 미승인),코스닥시장본부
53,2016-03-30 20:55,THE E&M,089230,관리종목지정사유추가(사업보고서 미제출 등),코스닥시장본부
52,2016-03-30 20:54,현진소재,053660,관리종목지정사유추가(사업보고서 미제출 등),코스닥시장본부
51,2016-03-30 15:39,디에스티,033430,관리종목지정(자본잠식률 50% 이상 등),코스닥시장본부
50,2016-03-29 18:18,우전,052270,관리종목지정사유일부해제,코스닥시장본부
49,2016-03-29 18:12,대한그린파워,060900,관리종목지정사유일부해제,코스닥시장본부
48,2016-03-28 14:32,파이오링크,170790,관리종목지정(상장폐지사유 발생),코스닥시장본부
47,2016-03-25 16:25,CS,065770,관리종목지정(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생),코스닥시장본부
46,2016-03-25 11:31,쎌마테라퓨틱스,015540,관리종목지정,유가증권시장본부
45,2016-03-22 23:14,플렉스컴,065270,관리종목지정(상장폐지사유 발생 등),코스닥시장본부
44,2016-03-22 23:12,위메이드맥스,101730,관리종목지정(최근 4사업연도 연속 영업손실 발생),코스닥시장본부
43,2016-03-22 23:12,피엘에이,082390,관리종목지정(자본잠식률 50% 이상 등),코스닥시장본부
42,2016-03-22 23:11,신양오라컴,086830,관리종목지정(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생),코스닥시장본부
41,2016-03-22 23:09,바른손이앤에이,035620,관리종목 해제(매출액 30억 미달 사유 해소),코스닥시장본부
40,2016-03-22 23:09,씨엘인터내셔널,037340,관리종목지정(자본잠식률 50% 이상 등),코스닥시장본부
39,2016-03-22 23:08,미래SCI,028040,관리종목 해제(자본잠식률 50% 미만으로 회복 등),코스닥시장본부
38,2016-03-22 23:07,에스에스컴텍,036500,관리종목지정(최근 4사업연도 연속 영업손실 발생),코스닥시장본부
37,2016-03-22 23:07,제이앤유글로벌,086200,관리종목지정(상장폐지사유 발생),코스닥시장본부
36,2016-03-22 23:01,비엔씨컴퍼니,058370,관리종목지정(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생 ),코스닥시장본부
35,2016-03-22 23:01,엠제이비,074150,관리종목지정(상장폐지사유 발생),코스닥시장본부
34,2016-03-22 23:01,엔에스브이,095300,관리종목지정(상장폐지사유 발생),코스닥시장본부
33,2016-03-22 23:01,상지카일룸,042940,관리종목 해제,코스닥시장본부
32,2016-03-22 21:34,아이팩토리,053810,관리종목지정사유추가,코스닥시장본부
31,2016-03-22 21:33,에스제이케이,080440,관리종목지정사유추가,코스닥시장본부
30,2016-03-22 21:10,오상헬스케어,036220,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
29,2016-03-22 21:10,휴먼엔,032860,관리종목지정사유추가및일부해제,코스닥시장본부
28,2016-03-22 18:25,세하,027970,관리종목지정,유가증권시장본부
27,2016-03-22 17:54,대양금속,009190,관리종목지정해제,유가증권시장본부
26,2016-03-21 19:04,우전,052270,관리종목지정사유추가(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생),코스닥시장본부
25,2016-03-21 19:01,대한그린파워,060900,관리종목지정사유추가,코스닥시장본부
24,2016-03-21 18:58,제넨바이오,072520,관리종목지정(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생),코스닥시장본부
23,2016-03-21 18:57,제이웨이,058420,관리종목 해제,코스닥시장본부
22,2016-03-18 18:34,코데즈컴바인,047770,관리종목지정사유추가및일부해제,코스닥시장본부
21,2016-03-18 18:02,브이티지엠피,018290,관리종목 해제,코스닥시장본부
20,2016-03-17 19:43,오성첨단소재,052420,관리종목 해제,코스닥시장본부
19,2016-03-17 19:40,아이앤씨,052860,관리종목지정(최근 4사업연도 연속 영업손실 발생 ),코스닥시장본부
18,2016-03-17 19:38,오리엔탈정공,014940,관리종목 해제,코스닥시장본부
17,2016-03-17 19:37,동일철강,023790,관리종목지정(최근 4사업연도 연속 영업손실 발생 등),코스닥시장본부
16,2016-03-17 18:07,대한전선,001440,관리종목지정해제,유가증권시장본부
15,2016-03-17 17:39,STX중공업,071970,관리종목지정해제,유가증권시장본부
14,2016-03-17 17:38,STX엔진,077970,관리종목지정해제,유가증권시장본부
13,2016-03-16 18:00,에이디칩스,054630,관리종목지정(최근 4사업연도 연속 영업손실 발생),코스닥시장본부
12,2016-03-15 18:33,MIT,038340,관리종목지정사유추가(최근 4사업연도 연속 영업손실 발생),코스닥시장본부
11,2016-03-14 15:27,피에이치씨,057880,관리종목지정(최근 4사업연도 연속 영업손실 발생),코스닥시장본부
10,2016-03-10 18:16,SK컴즈,066270,관리종목지정(최근 4사업연도 연속 영업손실 발생),코스닥시장본부
9,2016-03-10 18:14,HMM,011200,관리종목지정,유가증권시장본부
8,2016-03-08 18:29,한프,066110,관리종목 해제,코스닥시장본부
7,2016-03-04 19:18,포스코플랜텍,051310,관리종목지정,유가증권시장본부
6,2016-03-04 18:09,엘아이에스,138690,관리종목 해제,코스닥시장본부
5,2016-02-04 18:28,남광토건,001260,관리종목지정해제,유가증권시장본부
4,2016-02-03 17:47,코데즈컴바인,047770,관리종목지정사유일부해제(회생절차 개시신청 사유 해소),코스닥시장본부
3,2016-02-03 14:00,동양,001520,관리종목지정해제,유가증권시장본부
2,2016-01-29 18:25,삼부토건,001470,관리종목지정사유변경,유가증권시장본부
1,2016-01-28 18:32,오상헬스케어,036220,관리종목지정(불성실공시),코스닥시장본부
522,2015-12-31 15:08,동신건설,025950,관리종목지정(거래실적부진),코스닥시장본부
521,2015-12-16 19:13,KINDEX 선진국하이일드(합성 H),181450,ETF 관리종목지정 해제,유가증권시장본부
520,2015-12-08 18:17,승화프리텍,111610,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
519,2015-12-03 18:33,에이티세미콘,089530,관리종목지정(불성실공시 ),코스닥시장본부
518,2015-11-16 18:44,삼부토건,001470,관리종목지정사유변경(분기보고서 미제출),유가증권시장본부
517,2015-11-16 18:26,현진소재,053660,관리종목지정사유일부해제(반기보고서 미제출 사유 해소 ),코스닥시장본부
